di_code,st_code,state23,dist23,A00_p10,A00_p50,A00_p90,A00_sum,A00_mean,A00_min,A00_max,A00_count
677,12,ARUNACHAL PRADESH,KRA DAADI,0.032541330257591886,0.09356401384086115,0.14769703960017538,202241.75498589786,0.0909284497514142,-0.16633602460592078,0.2519646289888504,2229870
678,12,ARUNACHAL PRADESH,NAMSAI,-0.06698961937716792,0.019930795847752394,0.13016532103033848,46460.81462967743,0.027488082367980445,-0.186082276047674,0.2519646289888504,1693784
718,12,ARUNACHAL PRADESH,KAMLE,0.035432525951556354,0.10851211072666712,0.1663360246059121,183200.71508742374,0.10542812593933373,-0.16633602460592078,0.28444444444444444,1742339
232,12,ARUNACHAL PRADESH,EAST SIANG,-0.06299115724721113,0.038446751249521766,0.13588619761632195,77064.66397554502,0.036301070127763006,-0.17937716262975778,0.2679584775086506,2127307
666,12,ARUNACHAL PRADESH,LONGDING,0.024605920799693624,0.0797231833910201,0.14173010380622167,95780.10572832484,0.08181537936201423,-0.08882737408688965,0.2599000384467512,1174145
616,18,ASSAM,BAKSA,-0.08882737408686943,9.084131888092061E-4,0.10851211072665375,18724.916436433363,0.0061478185999453445,-0.17279507881584008,0.2519646289888504,3055457
280,18,ASSAM,BARPETA,-0.044844290657446786,0.017777777777779894,0.09842368319877462,65532.30132384645,0.022991334998259363,-0.14769703960015382,0.2599000384467512,2859045
705,18,ASSAM,BISWANATH,-0.08421376393695741,-0.019930795847753226,0.051733948481349365,-48227.24409694412,-0.017379846053164037,-0.16633602460592078,0.22145328719723184,2780367
281,18,ASSAM,BONGAIGAON,-0.04822760476739988,0.029773164167630668,0.11909265667051795,45409.787770190735,0.03263303699159913,-0.13588619761630144,0.2599000384467512,1397646
282,18,ASSAM,CACHAR,-0.03844675124951786,0.0629911572472213,0.14769703960017364,275699.97753659665,0.05927005611304798,-0.16000000000000003,0.29287197231833906,4659875
708,18,ASSAM,CHARAIDEO,-0.07111111111111837,-0.004480149440599028,0.06698961937716585,-4038.151637482184,-0.0031827311169896253,-0.14173010380622836,0.2288965782391388,1273387
612,18,ASSAM,CHIRANG,-0.05173394848134584,0.02712802768166133,0.11909265667052155,73294.56979653689,0.030690969075684454,-0.14173010380622836,0.2519646289888504,2393821
283,18,ASSAM,DARRANG,-0.06698961937717156,-9.230987078701534E-4,0.07111111111111662,1759.5344031502375,8.916713054819464E-4,-0.14769703960015382,0.2599000384467512,1980527
284,18,ASSAM,DHEMAJI,-0.10340638216073528,-0.048227604767398416,0.04822760476739391,-111616.23953160494,-0.03577650449805017,-0.2069357939254133,0.31009611687812383,3127982
285,18,ASSAM,DHUBRI,-0.03254133025759194,0.015747789311802794,0.09356401384082366,48511.79590810799,0.023518536139432472,-0.13588619761630144,0.2679584775086506,2073149
286,18,ASSAM,DIBRUGARH,-0.08421376393697219,-0.019930795847754156,0.051733948481347186,-60027.21516110707,-0.014138756041347877,-0.17937716262975778,0.2599000384467512,4254504
299,18,ASSAM,DIMA HASAO,0.012056901191849689,0.06698961937717797,0.14173010380623377,431506.0980983573,0.07154223851356181,-0.17937716262975778,0.28444444444444444,6041285
287,18,ASSAM,GOALPARA,-0.03844675124952176,0.03254133025758899,0.10851211072665123,82998.88178660444,0.034180583888019735,-0.13016532103037293,0.2519646289888504,2434900
288,18,ASSAM,GOLAGHAT,-0.08882737408686968,-0.013840830449826189,0.05911572472126136,-55764.514136157966,-0.013875883747750966,-0.17937716262975778,0.2364628988850442,4029611
289,18,ASSAM,HAILAKANDI,-0.029773164167629533,0.04822760476739269,0.11374086889659336,75314.5625577889,0.046198437874704595,-0.16000000000000003,0.2679584775086506,1635070
709,18,ASSAM,HOJAI,-0.09842368319874926,-9.138437292097652E-4,0.09356401384083564,-4849.31270780197,-0.002683826687566904,-0.17279507881584008,0.2519646289888504,1811736
290,18,ASSAM,JORHAT,-0.09356401384085442,-0.017777777777779526,0.07535563244904482,-33351.453437365584,-0.014316096276633753,-0.1929104190695886,0.2288965782391388,2335717
618,18,ASSAM,KAMRUP METRO,-0.03543252595155971,0.06299115724721435,0.12456747404846691,68514.95635868865,0.05671441384669544,-0.14769703960015382,0.2679584775086506,1212134
291,18,ASSAM,KAMRUP RURAL,-0.05173394848134702,0.03254133025758967,0.10340638216072542,114625.77348714198,0.02953239481682218,-0.14769703960015382,0.2599000384467512,3891403
