system:index,GEOID,GFD_sum,GeoName,Shape_Area,Shape_Leng,di_code,dist23,st_code,st_di23,state23,.geo
000000000000000002b8,x33596,5816.145098039215,"TAMIL NADU, VILLUPURAM",3.66916801095E9,599858.09448,596,VILLUPURAM,33,"TAMIL NADU, VILLUPURAM",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b9,x33597,361.7294117647059,"TAMIL NADU, VIRUDHUNAGAR",4.33658086473E9,574984.916365,597,VIRUDHUNAGAR,33,"TAMIL NADU, VIRUDHUNAGAR",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ba,x33577,561.8078431372548,"TAMIL NADU, KRISHNAGIRI",5.13473385991E9,636648.095911,577,KRISHNAGIRI,33,"TAMIL NADU, KRISHNAGIRI",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b3,x36501,625.478431372549,"TELANGANA, ADILABAD",3.86576852156E9,379140.278537,501,ADILABAD,36,"TELANGANA, ADILABAD",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ea,x36507,130.01960784313724,"TELANGANA, HYDERABAD",1.86457186386E8,97488.8484846,507,HYDERABAD,36,"TELANGANA, HYDERABAD",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f5,x36508,1030.6313725490195,"TELANGANA, KARIMNAGAR",1.94484223126E9,299187.557065,508,KARIMNAGAR,36,"TELANGANA, KARIMNAGAR",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f9,x36690,4947.996078431373,"TELANGANA, BHADRADRI KOTHAGUDEM",6.71998789875E9,620536.305032,690,BHADRADRI KOTHAGUDEM,36,"TELANGANA, BHADRADRI KOTHAGUDEM",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020b,x36512,197.0,"TELANGANA, MAHABUBNAGAR",2.7364488534E9,430286.907137,512,MAHABUBNAGAR,36,"TELANGANA, MAHABUBNAGAR",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000210,x36692,1115.21568627451,"TELANGANA, SIDDIPET",3.60169011064E9,405896.365582,692,SIDDIPET,36,"TELANGANA, SIDDIPET",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021c,x36514,6179.603921568627,"TELANGANA, NALGONDA",7.03088922238E9,470569.740567,514,NALGONDA,36,"TELANGANA, NALGONDA",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000222,x36516,11648.615686274503,"TELANGANA, NIZAMABAD",4.08286263467E9,346070.288868,516,NIZAMABAD,36,"TELANGANA, NIZAMABAD",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000236,x36518,645.9764705882353,"TELANGANA, RANGAREDDY",4.87205906951E9,537924.597896,518,RANGAREDDY,36,"TELANGANA, RANGAREDDY",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025b,x36720,7253.019607843138,"TELANGANA, MULUGU",4.16477733067E9,382336.825526,720,MULUGU,36,"TELANGANA, MULUGU",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000275,x36695,11523.435294117653,"TELANGANA, JOGULAMBA GADWAL",2.51982984446E9,275697.945969,695,JOGULAMBA GADWAL,36,"TELANGANA, JOGULAMBA GADWAL",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027e,x36699,1821.4784313725493,"TELANGANA, KUMURAM BHEEM",4.38964178054E9,447185.460048,699,KUMURAM BHEEM,36,"TELANGANA, KUMURAM BHEEM",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027f,x36684,1393.713725490196,"TELANGANA, MANCHERIAL",3.73552478113E9,418015.090582,684,MANCHERIAL,36,"TELANGANA, MANCHERIAL",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000280,x36680,13734.447058823529,"TELANGANA, NIRMAL",3.59710191558E9,459638.560564,680,NIRMAL,36,"TELANGANA, NIRMAL",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000281,x36685,5517.596078431373,"TELANGANA, KAMAREDDY",3.63664967477E9,471598.122212,685,KAMAREDDY,36,"TELANGANA, KAMAREDDY",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000282,x36691,9423.149019607843,"TELANGANA, SANGAREDDY",4.32991964173E9,628664.611295,691,SANGAREDDY,36,"TELANGANA, SANGAREDDY",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000283,x36694,2329.423529411765,"TELANGANA, NAGARKURNOOL",6.06430274632E9,519937.680957,694,NAGARKURNOOL,36,"TELANGANA, NAGARKURNOOL",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000284,x36693,10078.34509803921,"TELANGANA, WANAPARTHY",2.13324818371E9,311149.920408,693,WANAPARTHY,36,"TELANGANA, WANAPARTHY",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000285,x36721,1539.3921568627445,"TELANGANA, NARAYANPET",2.35181305389E9,347978.230792,721,NARAYANPET,36,"TELANGANA, NARAYANPET",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000286,x36698,237.0,"TELANGANA, VIKARABAD",3.61014121545E9,424080.605998,698,VIKARABAD,36,"TELANGANA, VIKARABAD",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000287,x36700,63.0,"TELANGANA, MEDCHAL-MALKAJGIRI",1.04676822734E9,211617.342786,700,MEDCHAL-MALKAJGIRI,36,"TELANGANA, MEDCHAL-MALKAJGIRI",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000288,x36697,158.0,"TELANGANA, YADADRI BHUVANAGIRI",3.14420524785E9,379535.138734,697,YADADRI BHUVANAGIRI,36,"TELANGANA, YADADRI BHUVANAGIRI",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000289,x36696,1515.8784313725491,"TELANGANA, SURYAPET",3.50523100942E9,343671.059825,696,SURYAPET,36,"TELANGANA, SURYAPET",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028a,x36509,715.6431372549021,"TELANGANA, KHAMMAM",4.56010734496E9,622797.315198,509,KHAMMAM,36,"TELANGANA, KHAMMAM",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028b,x36688,862.0,"TELANGANA, MAHABUBABAD",3.44608992443E9,360890.039781,688,MAHABUBABAD,36,"TELANGANA, MAHABUBABAD",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028c,x36689,228.0,"TELANGANA, JANGAON",2.35775640452E9,306486.351822,689,JANGAON,36,"TELANGANA, JANGAON",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028d,x36686,459.0,"TELANGANA, WARANGAL (URBAN)",1.13109983771E9,189478.39817,686,WARANGAL (URBAN),36,"TELANGANA, WARANGAL (URBAN)",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028e,x36522,672.0,"TELANGANA, WARANGAL (RURAL)",2.17339316127E9,308652.449896,522,WARANGAL (RURAL),36,"TELANGANA, WARANGAL (RURAL)",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028f,x36687,1916.4784313725488,"TELANGANA, JAYASHANKAR BHUPALAPALLY",2.78808610125E9,356652.740435,687,JAYASHANKAR BHUPALAPALLY,36,"TELANGANA, JAYASHANKAR BHUPALAPALLY",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000290,x36682,732.4235294117642,"TELANGANA, PEDDAPALLI",2.12760571857E9,241335.078192,682,PEDDAPALLI,36,"TELANGANA, PEDDAPALLI",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000291,x36681,617.3960784313726,"TELANGANA, JAGTIAL",2.79613089246E9,287769.566774,681,JAGTIAL,36,"TELANGANA, JAGTIAL",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000292,x36683,125.68627450980394,"TELANGANA, RANJANNA SIRCILLA",1.75488611807E9,235176.921624,683,RANJANNA SIRCILLA,36,"TELANGANA, RANJANNA SIRCILLA",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000293,x36513,1105.6235294117646,"TELANGANA, MEDAK",2.67051002352E9,420195.172946,513,MEDAK,36,"TELANGANA, MEDAK",TELANGANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070,x16269,5145.0,"TRIPURA, DHALAI",2.19152047287E9,368965.011049,269,DHALAI,16,"TRIPURA, DHALAI",TRIPURA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,x16654,864.0,"TRIPURA, GOMATI",1.55634472998E9,343493.496675,654,GOMATI,16,"TRIPURA, GOMATI",TRIPURA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d0,x16652,0.0,"TRIPURA, KHOWAI",1.01118725524E9,231379.594803,652,KHOWAI,16,"TRIPURA, KHOWAI",TRIPURA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010e,x16270,251.3411764705882,"TRIPURA, NORTH TRIPURA",1.2934065319E9,316924.45215,270,NORTH TRIPURA,16,"TRIPURA, NORTH TRIPURA",TRIPURA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013e,x16653,687.1215686274511,"TRIPURA, SEPAHIJALA",1.01837801277E9,261051.758026,653,SEPAHIJALA,16,"TRIPURA, SEPAHIJALA",TRIPURA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000158,x16271,8.984313725490194,"TRIPURA, SOUTH TRIPURA",1.40551882323E9,340006.207642,271,SOUTH TRIPURA,16,"TRIPURA, SOUTH TRIPURA",TRIPURA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016f,x16655,643.9803921568628,"TRIPURA, UNOKOTI",6.62746054249E8,185617.930283,655,UNOKOTI,16,"TRIPURA, UNOKOTI",TRIPURA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017e,x16272,12.709803921568628,"TRIPURA, WEST TRIPURA",9.06730685695E8,191097.683549,272,WEST TRIPURA,16,"TRIPURA, WEST TRIPURA",TRIPURA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,x09118,4552.286274509803,"UTTAR PRADESH, AGRA",3.90279148568E9,787929.478603,118,AGRA,09,"UTTAR PRADESH, AGRA",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,x09119,10258.878431372555,"UTTAR PRADESH, ALIGARH",3.58599734322E9,498779.443328,119,ALIGARH,09,"UTTAR PRADESH, ALIGARH",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,x09121,21110.44705882352,"UTTAR PRADESH, AMBEDKARNAGAR",2.24246094392E9,384817.943754,121,AMBEDKARNAGAR,09,"UTTAR PRADESH, AMBEDKARNAGAR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,x09640,4928.435294117647,"UTTAR PRADESH, AMETHI",2.33605199892E9,396742.737994,640,AMETHI,09,"UTTAR PRADESH, AMETHI",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,x09154,13745.266666666666,"UTTAR PRADESH, AMROHA",2.37992527925E9,364954.379714,154,AMROHA,09,"UTTAR PRADESH, AMROHA",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,x09122,5826.258823529409,"UTTAR PRADESH, AURAIYA",1.94474543489E9,279215.510357,122,AURAIYA,09,"UTTAR PRADESH, AURAIYA",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,x09123,60125.76470588237,"UTTAR PRADESH, AZAMGARH",4.05754180443E9,498671.919852,123,AZAMGARH,09,"UTTAR PRADESH, AZAMGARH",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,x09133,43327.321568627405,"UTTAR PRADESH, BUDAUN",4.11235706594E9,449698.119253,133,BUDAUN,09,"UTTAR PRADESH, BUDAUN",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020,x09124,289.97254901960787,"UTTAR PRADESH, BAGHPAT",1.28180038294E9,218392.986381,124,BAGHPAT,09,"UTTAR PRADESH, BAGHPAT",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021,x09125,109410.137254902,"UTTAR PRADESH, BAHRAICH",4.77694619708E9,578747.615415,125,BAHRAICH,09,"UTTAR PRADESH, BAHRAICH",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026,x09126,132710.51764705885,"UTTAR PRADESH, BALLIA",2.87835045887E9,435847.66576,126,BALLIA,09,"UTTAR PRADESH, BALLIA",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,x09127,34677.156862745105,"UTTAR PRADESH, BALRAMPUR",3.22573869621E9,461650.343501,127,BALRAMPUR,09,"UTTAR PRADESH, BALRAMPUR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c,x09128,21466.21960784314,"UTTAR PRADESH, BANDA",4.28388247425E9,666400.813442,128,BANDA,09,"UTTAR PRADESH, BANDA",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,x09129,72838.56470588237,"UTTAR PRADESH, BARABANKI",3.70707888088E9,489434.669605,129,BARABANKI,09,"UTTAR PRADESH, BARABANKI",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,x09130,18287.090196078432,"UTTAR PRADESH, BAREILLY",3.98589511398E9,516176.115931,130,BAREILLY,09,"UTTAR PRADESH, BAREILLY",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035,x09131,70964.14901960782,"UTTAR PRADESH, BASTI",2.68457424621E9,371752.223808,131,BASTI,09,"UTTAR PRADESH, BASTI",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b,x09179,6501.3647058823535,"UTTAR PRADESH, BHADOHI",9.7642038867E8,273256.724924,179,BHADOHI,09,"UTTAR PRADESH, BHADOHI",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,x09132,21463.45098039217,"UTTAR PRADESH, BIJNOR",4.46525422884E9,381323.120955,132,BIJNOR,09,"UTTAR PRADESH, BIJNOR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a,x09134,6963.243137254901,"UTTAR PRADESH, BULANDSHAHR",3.40237320041E9,383798.39097,134,BULANDSHAHR,09,"UTTAR PRADESH, BULANDSHAHR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052,x09135,54596.552941176466,"UTTAR PRADESH, CHANDAULI",2.45205071415E9,383495.880059,135,CHANDAULI,09,"UTTAR PRADESH, CHANDAULI",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005c,x09136,7372.90588235294,"UTTAR PRADESH, CHITRAKOOT",3.07068992918E9,533683.22727,136,CHITRAKOOT,09,"UTTAR PRADESH, CHITRAKOOT",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e,x09137,31698.15686274509,"UTTAR PRADESH, DEORIA",2.44359123577E9,396811.755719,137,DEORIA,09,"UTTAR PRADESH, DEORIA",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074,x09140,57600.79215686272,"UTTAR PRADESH, AYODHYA",2.59069040888E9,368810.21522,140,AYODHYA,09,"UTTAR PRADESH, AYODHYA",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,x09138,3328.0862745098043,"UTTAR PRADESH, ETAH",2.33866509301E9,494594.144675,138,ETAH,09,"UTTAR PRADESH, ETAH",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,x09139,6082.070588235294,"UTTAR PRADESH, ETAWAH",2.24165939077E9,330796.843076,139,ETAWAH,09,"UTTAR PRADESH, ETAWAH",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,x09141,71096.29411764715,"UTTAR PRADESH, FARRUKHABAD",2.10453771284E9,342912.660939,141,FARRUKHABAD,09,"UTTAR PRADESH, FARRUKHABAD",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087,x09142,18123.61568627449,"UTTAR PRADESH, FATEHPUR",4.01279950053E9,437048.116237,142,FATEHPUR,09,"UTTAR PRADESH, FATEHPUR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,x09143,3505.1686274509807,"UTTAR PRADESH, FIROZABAD",2.33385712283E9,389477.998889,143,FIROZABAD,09,"UTTAR PRADESH, FIROZABAD",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,x09144,1933.172549019609,"UTTAR PRADESH, GAUTAMBUDHNAGAR",1.36758003239E9,310305.176941,144,GAUTAMBUDHNAGAR,09,"UTTAR PRADESH, GAUTAMBUDHNAGAR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,x09146,52809.925490196096,"UTTAR PRADESH, GAZIPUR",3.25268858204E9,413354.730223,146,GAZIPUR,09,"UTTAR PRADESH, GAZIPUR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090,x09145,343.56862745098033,"UTTAR PRADESH, GHAZIABAD",8.82411235643E8,217418.360053,145,GHAZIABAD,09,"UTTAR PRADESH, GHAZIABAD",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,x09147,55572.27843137259,"UTTAR PRADESH, GONDA",3.83893696591E9,513177.22554,147,GONDA,09,"UTTAR PRADESH, GONDA",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,x09148,130772.22745098046,"UTTAR PRADESH, GORAKHPUR",3.20836903758E9,548846.092662,148,GORAKHPUR,09,"UTTAR PRADESH, GORAKHPUR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,x09149,14625.384313725495,"UTTAR PRADESH, HAMIRPUR",3.74884421632E9,504533.836464,149,HAMIRPUR,09,"UTTAR PRADESH, HAMIRPUR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,x09661,1424.6078431372541,"UTTAR PRADESH, HAPUR",1.08137494417E9,246171.836916,661,HAPUR,09,"UTTAR PRADESH, HAPUR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,x09150,77961.37647058838,"UTTAR PRADESH, HARDOI",5.776645684E9,580623.300445,150,HARDOI,09,"UTTAR PRADESH, HARDOI",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,x09163,725.0274509803922,"UTTAR PRADESH, HATHRAS",1.72032099572E9,349333.621158,163,HATHRAS,09,"UTTAR PRADESH, HATHRAS",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000af,x09151,36213.82352941175,"UTTAR PRADESH, JALAUN",4.39385403736E9,494340.825015,151,JALAUN,09,"UTTAR PRADESH, JALAUN",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4,x09152,6552.792156862746,"UTTAR PRADESH, JAUNPUR",3.8822829599E9,539279.974958,152,JAUNPUR,09,"UTTAR PRADESH, JAUNPUR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b7,x09153,16030.82352941176,"UTTAR PRADESH, JHANSI",4.83282296654E9,994300.228356,153,JHANSI,09,"UTTAR PRADESH, JHANSI",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2,x09155,13379.37647058824,"UTTAR PRADESH, KANNAUJ",2.01511981122E9,309691.034736,155,KANNAUJ,09,"UTTAR PRADESH, KANNAUJ",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c4,x09157,17338.2705882353,"UTTAR PRADESH, KANPUR",2.88852707127E9,461116.276305,157,KANPUR,09,"UTTAR PRADESH, KANPUR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c5,x09156,5440.12941176471,"UTTAR PRADESH, KANPUR DEHAT",3.04118314597E9,371011.676774,156,KANPUR DEHAT,09,"UTTAR PRADESH, KANPUR DEHAT",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c9,x09633,39538.24313725489,"UTTAR PRADESH, KASGANJ",1.89169404351E9,323363.355679,633,KASGANJ,09,"UTTAR PRADESH, KASGANJ",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cb,x09158,9064.686274509804,"UTTAR PRADESH, KAUSHAMBI",1.72199732145E9,263022.695396,158,KAUSHAMBI,09,"UTTAR PRADESH, KAUSHAMBI",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce,x09159,144841.64705882367,"UTTAR PRADESH, KHERI",7.43176648961E9,689908.296496,159,KHERI,09,"UTTAR PRADESH, KHERI",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e3,x09160,27668.576470588236,"UTTAR PRADESH, KUSHINAGAR",2.77129933452E9,457301.798355,160,KUSHINAGAR,09,"UTTAR PRADESH, KUSHINAGAR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e5,x09161,104123.0941176471,"UTTAR PRADESH, LALITPUR",4.85070092482E9,435480.560291,161,LALITPUR,09,"UTTAR PRADESH, LALITPUR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e8,x09162,7367.552941176471,"UTTAR PRADESH, LUCKNOW",2.43858602372E9,370767.28997,162,LUCKNOW,09,"UTTAR PRADESH, LUCKNOW",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ec,x09165,21380.694117647065,"UTTAR PRADESH, MAHOBA",3.14331571271E9,556516.1293,165,MAHOBA,09,"UTTAR PRADESH, MAHOBA",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ed,x09166,7726.0666666666675,"UTTAR PRADESH, MAINPURI",2.64047297864E9,376263.539184,166,MAINPURI,09,"UTTAR PRADESH, MAINPURI",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f4,x09167,15014.709803921574,"UTTAR PRADESH, MATHURA",3.22549306584E9,407498.875049,167,MATHURA,09,"UTTAR PRADESH, MATHURA",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f5,x09168,39632.20000000001,"UTTAR PRADESH, MAU",1.67068997145E9,306512.503819,168,MAU,09,"UTTAR PRADESH, MAU",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f7,x09169,13816.392156862741,"UTTAR PRADESH, MEERUT",2.51280789547E9,320531.344721,169,MEERUT,09,"UTTAR PRADESH, MEERUT",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f8,x09170,42710.031372549085,"UTTAR PRADESH, MIRZAPUR",4.24682588835E9,574005.627614,170,MIRZAPUR,09,"UTTAR PRADESH, MIRZAPUR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f9,x09171,2811.9803921568614,"UTTAR PRADESH, MORADABAD",1.88745502806E9,396486.125322,171,MORADABAD,09,"UTTAR PRADESH, MORADABAD",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fc,x09172,8629.564705882354,"UTTAR PRADESH, MUZAFFARNAGAR",2.65707285789E9,343519.238829,172,MUZAFFARNAGAR,09,"UTTAR PRADESH, MUZAFFARNAGAR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011a,x09173,26121.956862745094,"UTTAR PRADESH, PILIBHIT",3.64173488107E9,596380.046465,173,PILIBHIT,09,"UTTAR PRADESH, PILIBHIT",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011d,x09174,6693.9921568627415,"UTTAR PRADESH, PRATAPGARH",3.57274946147E9,526670.54427,174,PRATAPGARH,09,"UTTAR PRADESH, PRATAPGARH",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000121,x09175,17337.4705882353,"UTTAR PRADESH, RAIBEARELI",3.78414980708E9,502659.717951,175,RAIBEARELI,09,"UTTAR PRADESH, RAIBEARELI",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012b,x09176,5033.411764705881,"UTTAR PRADESH, RAMPUR",2.29122652982E9,405602.549693,176,RAMPUR,09,"UTTAR PRADESH, RAMPUR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000133,x09177,1433.1254901960783,"UTTAR PRADESH, SAHARANPUR",3.61281541771E9,374467.833326,177,SAHARANPUR,09,"UTTAR PRADESH, SAHARANPUR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000137,x09659,10371.611764705885,"UTTAR PRADESH, SAMBHAL",2.34885507612E9,399084.153249,659,SAMBHAL,09,"UTTAR PRADESH, SAMBHAL",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000138,x09178,41869.69411764707,"UTTAR PRADESH, SANTKABIRNAGAR",1.58212128636E9,392258.325432,178,SANTKABIRNAGAR,09,"UTTAR PRADESH, SANTKABIRNAGAR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000141,x09180,41982.45098039215,"UTTAR PRADESH, SHAHJAHANPUR",4.16902894941E9,695415.335571,180,SHAHJAHANPUR,09,"UTTAR PRADESH, SHAHJAHANPUR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000143,x09660,628.9372549019611,"UTTAR PRADESH, SHAMLI",1.22641573377E9,201783.642123,660,SHAMLI,09,"UTTAR PRADESH, SHAMLI",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148,x09181,7892.996078431372,"UTTAR PRADESH, SHRAWASTI",1.86459652891E9,302869.700758,181,SHRAWASTI,09,"UTTAR PRADESH, SHRAWASTI",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000149,x09182,46527.576470588225,"UTTAR PRADESH, SIDDHARTHNAGAR",2.79341209475E9,415859.377247,182,SIDDHARTHNAGAR,09,"UTTAR PRADESH, SIDDHARTHNAGAR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000150,x09183,58507.011764705836,"UTTAR PRADESH, SITAPUR",5.53994926685E9,540535.807958,183,SITAPUR,09,"UTTAR PRADESH, SITAPUR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
