system:index,GEOID,GFD_sum,GeoName,Shape_Area,Shape_Leng,di_code,dist23,st_code,st_di23,state23,.geo
00000000000000000189,x01010,247.12549019607843,"JAMMU & KASHMIR, PUNCH",4.20736294054E9,404743.70314,010,PUNCH,01,"JAMMU & KASHMIR, PUNCH",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018a,x01001,386.57254901960783,"JAMMU & KASHMIR, ANANTNAG",2.7045916464E9,357458.948993,001,ANANTNAG,01,"JAMMU & KASHMIR, ANANTNAG",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018b,x01003,4913.56862745098,"JAMMU & KASHMIR, BARAMULA",2.04907398173E9,274658.944043,003,BARAMULA,01,"JAMMU & KASHMIR, BARAMULA",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018c,x01007,7526.807843137254,"JAMMU & KASHMIR, KATHUA",2.46125298339E9,312247.411073,007,KATHUA,01,"JAMMU & KASHMIR, KATHUA",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018d,x01014,45.65882352941176,"JAMMU & KASHMIR, UDHAMPUR",2.24837362574E9,288814.289858,014,UDHAMPUR,01,"JAMMU & KASHMIR, UDHAMPUR",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000196,x01002,3075.6039215686287,"JAMMU & KASHMIR, BADGAM",1.23993827235E9,197128.416846,002,BADGAM,01,"JAMMU & KASHMIR, BADGAM",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000197,x01623,16914.568627450983,"JAMMU & KASHMIR, BANDIPURA",4.02912926764E9,420303.218779,623,BANDIPURA,01,"JAMMU & KASHMIR, BANDIPURA",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000198,x01626,483.8117647058823,"JAMMU & KASHMIR, GANDERBAL",1.61075840071E9,331742.084161,626,GANDERBAL,01,"JAMMU & KASHMIR, GANDERBAL",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000199,x01622,402.0156862745098,"JAMMU & KASHMIR, KULGAM",1.25258861412E9,254099.489446,622,KULGAM,01,"JAMMU & KASHMIR, KULGAM",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019a,x01008,1051.7803921568625,"JAMMU & KASHMIR, KUPWARA",2.73309887493E9,285264.236715,008,KUPWARA,01,"JAMMU & KASHMIR, KUPWARA",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019b,x01011,1041.8666666666666,"JAMMU & KASHMIR, PULWAMA",8.89648679843E8,187781.081236,011,PULWAMA,01,"JAMMU & KASHMIR, PULWAMA",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019c,x01012,20.823529411764707,"JAMMU & KASHMIR, RAJAURI",2.60469518302E9,308772.18363,012,RAJAURI,01,"JAMMU & KASHMIR, RAJAURI",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019d,x01621,78.12549019607843,"JAMMU & KASHMIR, RAMBAN",1.27353671313E9,166556.496024,621,RAMBAN,01,"JAMMU & KASHMIR, RAMBAN",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019e,x01627,407.9490196078431,"JAMMU & KASHMIR, RIASI",1.90955776635E9,328241.986919,627,RIASI,01,"JAMMU & KASHMIR, RIASI",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019f,x01625,234.01568627450982,"JAMMU & KASHMIR, SHUPIYAN",5.01083824278E8,163208.517496,625,SHUPIYAN,01,"JAMMU & KASHMIR, SHUPIYAN",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a0,x01013,4286.200000000001,"JAMMU & KASHMIR, SRINAGAR",2.79773782488E8,166004.844838,013,SRINAGAR,01,"JAMMU & KASHMIR, SRINAGAR",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a3,x01620,2958.141176470588,"JAMMU & KASHMIR, KISHTWAR",8.08900499273E9,569459.854812,620,KISHTWAR,01,"JAMMU & KASHMIR, KISHTWAR",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a4,x01004,516.2470588235294,"JAMMU & KASHMIR, DODA",2.37750854692E9,292256.661541,004,DODA,01,"JAMMU & KASHMIR, DODA",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a5,x01624,8.0,"JAMMU & KASHMIR, SAMBA",9.13378106563E8,194152.890961,624,SAMBA,01,"JAMMU & KASHMIR, SAMBA",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000269,x01005,1060.2823529411762,"JAMMU & KASHMIR, JAMMU",2.37542352341E9,379215.133327,005,JAMMU,01,"JAMMU & KASHMIR, JAMMU",JAMMU & KASHMIR,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,x20322,2020.8196078431372,"JHARKHAND, BOKARO",2.76908151012E9,426028.253477,322,BOKARO,20,"JHARKHAND, BOKARO",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000055,x20323,255.19999999999993,"JHARKHAND, CHATRA",3.65906858338E9,563467.093259,323,CHATRA,20,"JHARKHAND, CHATRA",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072,x20325,9481.89803921568,"JHARKHAND, DHANBAD",1.95927642723E9,224325.413726,325,DHANBAD,20,"JHARKHAND, DHANBAD",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075,x20324,57.96862745098039,"JHARKHAND, DEOGHAR",2.39021760453E9,310907.259859,324,DEOGHAR,20,"JHARKHAND, DEOGHAR",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a,x20326,9825.568627450979,"JHARKHAND, DUMKA",3.61542742958E9,406167.968678,326,DUMKA,20,"JHARKHAND, DUMKA",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,x20328,4725.5843137254915,"JHARKHAND, GARHWA",3.94366739468E9,411883.179617,328,GARHWA,20,"JHARKHAND, GARHWA",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000092,x20329,176.76470588235293,"JHARKHAND, GIRIDIH",4.77280194938E9,468886.656299,329,GIRIDIH,20,"JHARKHAND, GIRIDIH",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000093,x20330,817.5333333333333,"JHARKHAND, GODDA",2.19572098878E9,314184.807318,330,GODDA,20,"JHARKHAND, GODDA",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,x20331,181.45098039215682,"JHARKHAND, GUMLA",5.15459013242E9,564026.421883,331,GUMLA,20,"JHARKHAND, GUMLA",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,x20332,4939.533333333333,"JHARKHAND, HAZARIBAGH",4.17056875255E9,663332.48776,332,HAZARIBAGH,20,"JHARKHAND, HAZARIBAGH",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1,x20333,3681.152941176471,"JHARKHAND, JAMTARA",1.73821805082E9,327376.665608,333,JAMTARA,20,"JHARKHAND, JAMTARA",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d1,x20606,11.929411764705883,"JHARKHAND, KHUNTI",2.53496913997E9,385548.046711,606,KHUNTI,20,"JHARKHAND, KHUNTI",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5,x20334,672.6549019607842,"JHARKHAND, KODARMA",1.57545396277E9,313957.610925,334,KODARMA,20,"JHARKHAND, KODARMA",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e6,x20335,41.62352941176471,"JHARKHAND, LATEHAR",4.07960781435E9,504222.16652,335,LATEHAR,20,"JHARKHAND, LATEHAR",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e7,x20336,96.96470588235294,"JHARKHAND, LOHARDAGA",1.44831260247E9,257886.538271,336,LOHARDAGA,20,"JHARKHAND, LOHARDAGA",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000111,x20337,6138.862745098044,"JHARKHAND, PAKUR",1.73147516727E9,340590.07903,337,PAKUR,20,"JHARKHAND, PAKUR",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000113,x20338,4664.152941176473,"JHARKHAND, PALAMU",4.24928963474E9,463099.564722,338,PALAMU,20,"JHARKHAND, PALAMU",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000117,x20343,883.521568627451,"JHARKHAND, WEST SINGHBHUM",6.95044430765E9,533810.615938,343,WEST SINGHBHUM,20,"JHARKHAND, WEST SINGHBHUM",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011f,x20327,1364.98431372549,"JHARKHAND, EAST SINGHBHUM",3.42045509305E9,422058.450828,327,EAST SINGHBHUM,20,"JHARKHAND, EAST SINGHBHUM",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000129,x20607,349.0705882352941,"JHARKHAND, RAMGARH",1.33997422129E9,331867.364263,607,RAMGARH,20,"JHARKHAND, RAMGARH",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012c,x20339,2870.105882352941,"JHARKHAND, RANCHI",4.79437218293E9,615497.773733,339,RANCHI,20,"JHARKHAND, RANCHI",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000134,x20340,99147.55294117644,"JHARKHAND, SAHIBGANJ",2.10156703843E9,312017.89312,340,SAHIBGANJ,20,"JHARKHAND, SAHIBGANJ",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000139,x20341,20825.066666666666,"JHARKHAND, SARAIKELA-KHARSAWAN",2.55773435004E9,364986.256416,341,SARAIKELA-KHARSAWAN,20,"JHARKHAND, SARAIKELA-KHARSAWAN",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014c,x20342,458.4352941176471,"JHARKHAND, SIMDEGA",3.63464764657E9,402245.472694,342,SIMDEGA,20,"JHARKHAND, SIMDEGA",JHARKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,x29524,31259.552941176466,"KARNATAKA, BAGALKOT",6.41487509754E9,659839.068568,524,BAGALKOT,29,"KARNATAKA, BAGALKOT",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025,x29528,16137.137254901972,"KARNATAKA, BALLARI",8.33005479836E9,780219.728597,528,BALLARI,29,"KARNATAKA, BALLARI",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036,x29527,11585.050980392156,"KARNATAKA, BELAGAVI",1.31573890609E10,1101145.49923,527,BELAGAVI,29,"KARNATAKA, BELAGAVI",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038,x29526,97.7686274509804,"KARNATAKA, BENGALURU RURAL",2.28691139491E9,491266.99766,526,BENGALURU RURAL,29,"KARNATAKA, BENGALURU RURAL",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039,x29525,223.4392156862745,"KARNATAKA, BENGALURU URBAN",2.18923708351E9,332478.194483,525,BENGALURU URBAN,29,"KARNATAKA, BENGALURU URBAN",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,x29529,1792.105882352941,"KARNATAKA, BIDAR",5.29610633905E9,551963.04585,529,BIDAR,29,"KARNATAKA, BIDAR",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e,x29531,321.78431372549034,"KARNATAKA, CHAMARAJANAGAR",5.66793694409E9,591094.402353,531,CHAMARAJANAGAR,29,"KARNATAKA, CHAMARAJANAGAR",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000059,x29630,73.2078431372549,"KARNATAKA, CHIK BALLAPUR",4.21306537656E9,493203.119865,630,CHIK BALLAPUR,29,"KARNATAKA, CHIK BALLAPUR",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005a,x29532,2947.3882352941177,"KARNATAKA, CHIKKAMAGALURU",7.15735911454E9,590659.05133,532,CHIKKAMAGALURU,29,"KARNATAKA, CHIKKAMAGALURU",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005b,x29533,261.6235294117646,"KARNATAKA, CHITRADURGA",8.34693842979E9,674318.410251,533,CHITRADURGA,29,"KARNATAKA, CHITRADURGA",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000064,x29534,155.87058823529415,"KARNATAKA, DAKSHINA KANNADA",4.84620797322E9,485546.305457,534,DAKSHINA KANNADA,29,"KARNATAKA, DAKSHINA  KANNADA",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b,x29535,496.0,"KARNATAKA, DAVANGERE",5.85294004241E9,589250.396908,535,DAVANGERE,29,"KARNATAKA, DAVANGERE",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076,x29536,91.51372549019608,"KARNATAKA, DHARWAD",4.18566877186E9,466079.214976,536,DHARWAD,29,"KARNATAKA, DHARWAD",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,x29537,301.8745098039215,"KARNATAKA, GADAG",4.57679532469E9,559734.030819,537,GADAG,29,"KARNATAKA, GADAG",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,x29539,1977.2039215686273,"KARNATAKA, HASSAN",6.79013197617E9,653271.782346,539,HASSAN,29,"KARNATAKA, HASSAN",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4,x29540,87.00784313725491,"KARNATAKA, HAVERI",4.75675713134E9,467260.530662,540,HAVERI,29,"KARNATAKA, HAVERI",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd,x29538,3177.623529411765,"KARNATAKA, KALABURAGI",1.06773055971E10,891041.043824,538,KALABURAGI,29,"KARNATAKA, KALABURAGI",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4,x29541,378.9529411764705,"KARNATAKA, KODAGU",4.10702470063E9,466411.439993,541,KODAGU,29,"KARNATAKA, KODAGU",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6,x29542,366.0,"KARNATAKA, KOLAR",3.96173811161E9,499240.779267,542,KOLAR,29,"KARNATAKA, KOLAR",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9,x29543,12732.235294117647,"KARNATAKA, KOPPAL",5.46950133061E9,536933.303149,543,KOPPAL,29,"KARNATAKA, KOPPAL",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f0,x29544,1289.1333333333334,"KARNATAKA, MANDYA",4.95806120895E9,546142.247035,544,MANDYA,29,"KARNATAKA, MANDYA",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fd,x29545,2325.082352941177,"KARNATAKA, MYSURU",6.31963185538E9,677680.91497,545,MYSURU,29,"KARNATAKA, MYSURU",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000122,x29546,1615.392156862745,"KARNATAKA, RAICHUR",8.26976931337E9,541023.343769,546,RAICHUR,29,"KARNATAKA, RAICHUR",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012a,x29631,349.7098039215686,"KARNATAKA, RAMANAGARAM",3.50821907321E9,463142.658544,631,RAMANAGARAM,29,"KARNATAKA, RAMANAGARAM",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146,x29547,7926.18431372549,"KARNATAKA, SHIVAMOGGA",8.39438820585E9,746077.363066,547,SHIVAMOGGA,29,"KARNATAKA, SHIVAMOGGA",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000167,x29548,1403.035294117647,"KARNATAKA, TUMAKURU",1.05275049229E10,1078480.23785,548,TUMAKURU,29,"KARNATAKA, TUMAKURU",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016a,x29549,125.29411764705883,"KARNATAKA, UDUPI",3.55858945256E9,374693.266966,549,UDUPI,29,"KARNATAKA, UDUPI",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000170,x29550,6368.7058823529405,"KARNATAKA, UTTARA KANNADA",1.01328840124E10,787314.515943,550,UTTARA KANNADA,29,"KARNATAKA, UTTARA  KANNADA",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000174,x29530,13665.196078431374,"KARNATAKA, VIJAYAPURA",1.02481253678E10,691684.992805,530,VIJAYAPURA,29,"KARNATAKA, VIJAYAPURA",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017f,x29635,321.9686274509804,"KARNATAKA, YADGIR",5.15334102323E9,544018.622086,635,YADGIR,29,"KARNATAKA, YADGIR",KARNATAKA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,x32554,14769.172549019602,"KERALA, ALAPPUZHA",1.45374548994E9,295137.808916,554,ALAPPUZHA,32,"KERALA, ALAPPUZHA",KERALA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,x32555,1936.1607843137256,"KERALA, ERNAKULAM",3.11507128548E9,414199.277363,555,ERNAKULAM,32,"KERALA, ERNAKULAM",KERALA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,x32556,126.0,"KERALA, IDUKKI",4.44459605007E9,578310.550974,556,IDUKKI,32,"KERALA, IDUKKI",KERALA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c3,x32557,161.46274509803916,"KERALA, KANNUR",2.97676284844E9,339137.096022,557,KANNUR,32,"KERALA, KANNUR",KERALA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c8,x32558,96.92156862745098,"KERALA, KASARAGOD",1.99299927191E9,344680.788408,558,KASARAGOD,32,"KERALA, KASARAGOD",KERALA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7,x32559,473.94117647058823,"KERALA, KOLLAM",2.5528462598E9,351983.519476,559,KOLLAM,32,"KERALA, KOLLAM",KERALA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000de,x32560,3469.41568627451,"KERALA, KOTTAYAM",2.25378289044E9,322325.875322,560,KOTTAYAM,32,"KERALA, KOTTAYAM",KERALA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df,x32561,52.509803921568626,"KERALA, KOZHIKODE",2.3648724762E9,296315.819185,561,KOZHIKODE,32,"KERALA, KOZHIKODE",KERALA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ee,x32562,529.7843137254902,"KERALA, MALAPPURAM",3.58921509322E9,405137.235747,562,MALAPPURAM,32,"KERALA, MALAPPURAM",KERALA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000112,x32563,1401.6431372549018,"KERALA, PALAKKAD",4.53772382385E9,552162.549972,563,PALAKKAD,32,"KERALA, PALAKKAD",KERALA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000118,x32564,279.54509803921565,"KERALA, PATTANAMTHITTA",2.71677760446E9,408012.025134,564,PATTANAMTHITTA,32,"KERALA, PATTANAMTHITTA",KERALA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000163,x32565,78.68235294117648,"KERALA, THIRUVANANTHAPURAM",2.26098243445E9,284814.505496,565,THIRUVANANTHAPURAM,32,"KERALA, THIRUVANANTHAPURAM",KERALA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000164,x32566,7090.3372549019605,"KERALA, TRISSUR",3.06658032035E9,401612.683888,566,TRISSUR,32,"KERALA, TRISSUR",KERALA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000177,x32567,232.0,"KERALA, WAYANAD",2.14243163215E9,284707.6868,567,WAYANAD,32,"KERALA, WAYANAD",KERALA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a1,x37009,52162.61568627451,"LADAKH, LEH",1.53926719386E11,3197189.87153,009,LEH,37,"LADAKH, LEH",LADAKH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a2,x37006,3539.396078431372,"LADAKH, KARGIL",1.4084689859E10,899717.097771,006,KARGIL,37,"LADAKH, KARGIL",LADAKH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4,x31553,0.0,"LAKSHADWEEP, LAKSHADWEEP",3.03462832252E7,144322.282827,553,LAKSHADWEEP,31,"LAKSHADWEEP, LAKSHADWEEP",LAKSHADWEEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,x23667,8466.756862745102,"MADHYA PRADESH, AGAR MALWA",2.62691135763E9,374654.342397,667,AGAR MALWA,23,"MADHYA PRADESH, AGAR MALWA",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,x23639,957.9921568627451,"MADHYA PRADESH, ALIRAJPUR",3.20679695071E9,481486.802446,639,ALIRAJPUR,23,"MADHYA PRADESH, ALIRAJPUR",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,x23390,1015.1098039215686,"MADHYA PRADESH, ANUPPUR",3.62897444169E9,563005.804088,390,ANUPPUR,23,"MADHYA PRADESH, ANUPPUR",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,x23391,62263.68235294117,"MADHYA PRADESH, ASHOKNAGAR",4.55438163707E9,428702.341314,391,ASHOKNAGAR,23,"MADHYA PRADESH, ASHOKNAGAR",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022,x23392,618.5254901960784,"MADHYA PRADESH, BALAGHAT",8.90486653721E9,711298.24102,392,BALAGHAT,23,"MADHYA PRADESH, BALAGHAT",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,x23393,3859.3647058823526,"MADHYA PRADESH, BARWANI",5.22738439081E9,493718.64227,393,BARWANI,23,"MADHYA PRADESH, BARWANI",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a,x23394,945.1882352941177,"MADHYA PRADESH, BETUL",9.67910329764E9,726502.595917,394,BETUL,23,"MADHYA PRADESH, BETUL",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f,x23395,11709.117647058822,"MADHYA PRADESH, BHIND",4.2984963646E9,592535.66904,395,BHIND,23,"MADHYA PRADESH, BHIND",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,x23396,18809.670588235284,"MADHYA PRADESH, BHOPAL",2.66091596795E9,378109.021909,396,BHOPAL,23,"MADHYA PRADESH, BHOPAL",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c,x23397,761.3764705882355,"MADHYA PRADESH, BURHANPUR",3.10722575672E9,333906.407092,397,BURHANPUR,23,"MADHYA PRADESH, BURHANPUR",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056,x23398,16618.18431372549,"MADHYA PRADESH, CHHATARPUR",8.34454236219E9,996335.291108,398,CHHATARPUR,23,"MADHYA PRADESH, CHHATARPUR",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000057,x23399,3002.709803921569,"MADHYA PRADESH, CHHINDWARA",1.13680929743E10,814856.774768,399,CHHINDWARA,23,"MADHYA PRADESH, CHHINDWARA",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066,x23400,4774.282352941176,"MADHYA PRADESH, DAMOH",7.02165398239E9,634967.980268,400,DAMOH,23,"MADHYA PRADESH, DAMOH",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069,x23401,9830.968627450984,"MADHYA PRADESH, DATIA",2.58563179192E9,560683.831208,401,DATIA,23,"MADHYA PRADESH, DATIA",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f,x23402,5292.086274509808,"MADHYA PRADESH, DEWAS",6.74524432727E9,851413.881034,402,DEWAS,23,"MADHYA PRADESH, DEWAS",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073,x23403,5169.776470588236,"MADHYA PRADESH, DHAR",7.84740849051E9,594125.338396,403,DHAR,23,"MADHYA PRADESH, DHAR",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,x23404,288.5529411764706,"MADHYA PRADESH, DINDORI",5.52651679004E9,640341.910012,404,DINDORI,23,"MADHYA PRADESH, DINDORI",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,x23405,73610.40784313728,"MADHYA PRADESH, EAST NIMAR",7.19092504204E9,605136.192156,405,EAST NIMAR,23,"MADHYA PRADESH, EAST NIMAR",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,x23406,10140.972549019607,"MADHYA PRADESH, GUNA",6.13529198737E9,674934.75869,406,GUNA,23,"MADHYA PRADESH, GUNA",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,x23407,9287.48235294118,"MADHYA PRADESH, GWALIOR",4.39294098278E9,392206.192423,407,GWALIOR,23,"MADHYA PRADESH, GWALIOR",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,x23408,2189.43137254902,"MADHYA PRADESH, HARDA",3.21563080874E9,309197.246476,408,HARDA,23,"MADHYA PRADESH, HARDA",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,x23409,11174.54509803922,"MADHYA PRADESH, HOSHANGABAD",6.43208891926E9,569919.854542,409,HOSHANGABAD,23,"MADHYA PRADESH, HOSHANGABAD",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9,x23410,4633.913725490196,"MADHYA PRADESH, INDORE",3.75939915764E9,517693.363712,410,INDORE,23,"MADHYA PRADESH, INDORE",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000aa,x23411,11454.992156862745,"MADHYA PRADESH, JABALPUR",4.89839554186E9,576720.818612,411,JABALPUR,23,"MADHYA PRADESH, JABALPUR",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,x23412,816.0549019607845,"MADHYA PRADESH, JHABUA",3.31182610949E9,340600.114766,412,JHABUA,23,"MADHYA PRADESH, JHABUA",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ca,x23413,15060.098039215689,"MADHYA PRADESH, KATNI",4.85975976997E9,635802.349503,413,KATNI,23,"MADHYA PRADESH, KATNI",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
