system:index,GEOID,GeoName,Shape_Area,Shape_Leng,di_code,dist23,st_code,st_di23,state23,sum,.geo
0000000000000000018d,x01014,"JAMMU & KASHMIR, UDHAMPUR",2.24837362574E9,288814.289858,014,UDHAMPUR,01,"JAMMU & KASHMIR, UDHAMPUR",JAMMU & KASHMIR,1192937.4901960776,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000196,x01002,"JAMMU & KASHMIR, BADGAM",1.23993827235E9,197128.416846,002,BADGAM,01,"JAMMU & KASHMIR, BADGAM",JAMMU & KASHMIR,802218.56862745,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000197,x01623,"JAMMU & KASHMIR, BANDIPURA",4.02912926764E9,420303.218779,623,BANDIPURA,01,"JAMMU & KASHMIR, BANDIPURA",JAMMU & KASHMIR,6508651.337254908,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000198,x01626,"JAMMU & KASHMIR, GANDERBAL",1.61075840071E9,331742.084161,626,GANDERBAL,01,"JAMMU & KASHMIR, GANDERBAL",JAMMU & KASHMIR,1329108.5764705886,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000199,x01622,"JAMMU & KASHMIR, KULGAM",1.25258861412E9,254099.489446,622,KULGAM,01,"JAMMU & KASHMIR, KULGAM",JAMMU & KASHMIR,954723.2588235292,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019a,x01008,"JAMMU & KASHMIR, KUPWARA",2.73309887493E9,285264.236715,008,KUPWARA,01,"JAMMU & KASHMIR, KUPWARA",JAMMU & KASHMIR,1578699.8117647062,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019b,x01011,"JAMMU & KASHMIR, PULWAMA",8.89648679843E8,187781.081236,011,PULWAMA,01,"JAMMU & KASHMIR, PULWAMA",JAMMU & KASHMIR,1753550.996078429,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019c,x01012,"JAMMU & KASHMIR, RAJAURI",2.60469518302E9,308772.18363,012,RAJAURI,01,"JAMMU & KASHMIR, RAJAURI",JAMMU & KASHMIR,1719526.9686274503,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019d,x01621,"JAMMU & KASHMIR, RAMBAN",1.27353671313E9,166556.496024,621,RAMBAN,01,"JAMMU & KASHMIR, RAMBAN",JAMMU & KASHMIR,7803925.63529411,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019e,x01627,"JAMMU & KASHMIR, RIASI",1.90955776635E9,328241.986919,627,RIASI,01,"JAMMU & KASHMIR, RIASI",JAMMU & KASHMIR,1.3946027047058819E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019f,x01625,"JAMMU & KASHMIR, SHUPIYAN",5.01083824278E8,163208.517496,625,SHUPIYAN,01,"JAMMU & KASHMIR, SHUPIYAN",JAMMU & KASHMIR,185951.96862745093,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a0,x01013,"JAMMU & KASHMIR, SRINAGAR",2.79773782488E8,166004.844838,013,SRINAGAR,01,"JAMMU & KASHMIR, SRINAGAR",JAMMU & KASHMIR,2037538.2705882357,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a3,x01620,"JAMMU & KASHMIR, KISHTWAR",8.08900499273E9,569459.854812,620,KISHTWAR,01,"JAMMU & KASHMIR, KISHTWAR",JAMMU & KASHMIR,1.814728417254903E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a4,x01004,"JAMMU & KASHMIR, DODA",2.37750854692E9,292256.661541,004,DODA,01,"JAMMU & KASHMIR, DODA",JAMMU & KASHMIR,1.171458689019607E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a5,x01624,"JAMMU & KASHMIR, SAMBA",9.13378106563E8,194152.890961,624,SAMBA,01,"JAMMU & KASHMIR, SAMBA",JAMMU & KASHMIR,241412.95686274514,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000269,x01005,"JAMMU & KASHMIR, JAMMU",2.37542352341E9,379215.133327,005,JAMMU,01,"JAMMU & KASHMIR, JAMMU",JAMMU & KASHMIR,1.5369102933333343E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,x20322,"JHARKHAND, BOKARO",2.76908151012E9,426028.253477,322,BOKARO,20,"JHARKHAND, BOKARO",JHARKHAND,6646704.050980392,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000055,x20323,"JHARKHAND, CHATRA",3.65906858338E9,563467.093259,323,CHATRA,20,"JHARKHAND, CHATRA",JHARKHAND,1329305.9999999981,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072,x20325,"JHARKHAND, DHANBAD",1.95927642723E9,224325.413726,325,DHANBAD,20,"JHARKHAND, DHANBAD",JHARKHAND,6041521.227450981,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075,x20324,"JHARKHAND, DEOGHAR",2.39021760453E9,310907.259859,324,DEOGHAR,20,"JHARKHAND, DEOGHAR",JHARKHAND,1468733.2352941188,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a,x20326,"JHARKHAND, DUMKA",3.61542742958E9,406167.968678,326,DUMKA,20,"JHARKHAND, DUMKA",JHARKHAND,1886529.4039215688,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,x20328,"JHARKHAND, GARHWA",3.94366739468E9,411883.179617,328,GARHWA,20,"JHARKHAND, GARHWA",JHARKHAND,1.9337352823529463E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000092,x20329,"JHARKHAND, GIRIDIH",4.77280194938E9,468886.656299,329,GIRIDIH,20,"JHARKHAND, GIRIDIH",JHARKHAND,4189032.333333337,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000093,x20330,"JHARKHAND, GODDA",2.19572098878E9,314184.807318,330,GODDA,20,"JHARKHAND, GODDA",JHARKHAND,776940.996078431,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,x20331,"JHARKHAND, GUMLA",5.15459013242E9,564026.421883,331,GUMLA,20,"JHARKHAND, GUMLA",JHARKHAND,4885448.686274502,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,x20332,"JHARKHAND, HAZARIBAGH",4.17056875255E9,663332.48776,332,HAZARIBAGH,20,"JHARKHAND, HAZARIBAGH",JHARKHAND,2196053.9137254884,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1,x20333,"JHARKHAND, JAMTARA",1.73821805082E9,327376.665608,333,JAMTARA,20,"JHARKHAND, JAMTARA",JHARKHAND,2982867.7333333325,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d1,x20606,"JHARKHAND, KHUNTI",2.53496913997E9,385548.046711,606,KHUNTI,20,"JHARKHAND, KHUNTI",JHARKHAND,2026562.1411764713,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5,x20334,"JHARKHAND, KODARMA",1.57545396277E9,313957.610925,334,KODARMA,20,"JHARKHAND, KODARMA",JHARKHAND,814084.2274509799,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e6,x20335,"JHARKHAND, LATEHAR",4.07960781435E9,504222.16652,335,LATEHAR,20,"JHARKHAND, LATEHAR",JHARKHAND,2432829.811764704,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e7,x20336,"JHARKHAND, LOHARDAGA",1.44831260247E9,257886.538271,336,LOHARDAGA,20,"JHARKHAND, LOHARDAGA",JHARKHAND,707896.4901960781,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000111,x20337,"JHARKHAND, PAKUR",1.73147516727E9,340590.07903,337,PAKUR,20,"JHARKHAND, PAKUR",JHARKHAND,719141.0274509795,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000113,x20338,"JHARKHAND, PALAMU",4.24928963474E9,463099.564722,338,PALAMU,20,"JHARKHAND, PALAMU",JHARKHAND,1.4965804447058799E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000117,x20343,"JHARKHAND, WEST SINGHBHUM",6.95044430765E9,533810.615938,343,WEST SINGHBHUM,20,"JHARKHAND, WEST SINGHBHUM",JHARKHAND,8521779.823529419,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011f,x20327,"JHARKHAND, EAST SINGHBHUM",3.42045509305E9,422058.450828,327,EAST SINGHBHUM,20,"JHARKHAND, EAST SINGHBHUM",JHARKHAND,1.5774953466666663E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000129,x20607,"JHARKHAND, RAMGARH",1.33997422129E9,331867.364263,607,RAMGARH,20,"JHARKHAND, RAMGARH",JHARKHAND,2008209.1019607834,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012c,x20339,"JHARKHAND, RANCHI",4.79437218293E9,615497.773733,339,RANCHI,20,"JHARKHAND, RANCHI",JHARKHAND,2119497.109803924,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000134,x20340,"JHARKHAND, SAHIBGANJ",2.10156703843E9,312017.89312,340,SAHIBGANJ,20,"JHARKHAND, SAHIBGANJ",JHARKHAND,1.7747918220000002E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000139,x20341,"JHARKHAND, SARAIKELA-KHARSAWAN",2.55773435004E9,364986.256416,341,SARAIKELA-KHARSAWAN,20,"JHARKHAND, SARAIKELA-KHARSAWAN",JHARKHAND,7318409.000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014c,x20342,"JHARKHAND, SIMDEGA",3.63464764657E9,402245.472694,342,SIMDEGA,20,"JHARKHAND, SIMDEGA",JHARKHAND,3966467.2039215676,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,x29524,"KARNATAKA, BAGALKOT",6.41487509754E9,659839.068568,524,BAGALKOT,29,"KARNATAKA, BAGALKOT",KARNATAKA,4.375196921960785E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025,x29528,"KARNATAKA, BALLARI",8.33005479836E9,780219.728597,528,BALLARI,29,"KARNATAKA, BALLARI",KARNATAKA,5.0361981501960814E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036,x29527,"KARNATAKA, BELAGAVI",1.31573890609E10,1101145.49923,527,BELAGAVI,29,"KARNATAKA, BELAGAVI",KARNATAKA,2.5819903941176556E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038,x29526,"KARNATAKA, BENGALURU RURAL",2.28691139491E9,491266.99766,526,BENGALURU RURAL,29,"KARNATAKA, BENGALURU RURAL",KARNATAKA,779608.7803921555,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039,x29525,"KARNATAKA, BENGALURU URBAN",2.18923708351E9,332478.194483,525,BENGALURU URBAN,29,"KARNATAKA, BENGALURU URBAN",KARNATAKA,704423.352941177,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,x29529,"KARNATAKA, BIDAR",5.29610633905E9,551963.04585,529,BIDAR,29,"KARNATAKA, BIDAR",KARNATAKA,1.8530417309803877E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e,x29531,"KARNATAKA, CHAMARAJANAGAR",5.66793694409E9,591094.402353,531,CHAMARAJANAGAR,29,"KARNATAKA, CHAMARAJANAGAR",KARNATAKA,1.864178864313721E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000059,x29630,"KARNATAKA, CHIK BALLAPUR",4.21306537656E9,493203.119865,630,CHIK BALLAPUR,29,"KARNATAKA, CHIK BALLAPUR",KARNATAKA,821025.4941176473,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005a,x29532,"KARNATAKA, CHIKKAMAGALURU",7.15735911454E9,590659.05133,532,CHIKKAMAGALURU,29,"KARNATAKA, CHIKKAMAGALURU",KARNATAKA,3131031.972549018,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005b,x29533,"KARNATAKA, CHITRADURGA",8.34693842979E9,674318.410251,533,CHITRADURGA,29,"KARNATAKA, CHITRADURGA",KARNATAKA,1.5714746901960796E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000064,x29534,"KARNATAKA, DAKSHINA KANNADA",4.84620797322E9,485546.305457,534,DAKSHINA KANNADA,29,"KARNATAKA, DAKSHINA  KANNADA",KARNATAKA,3406232.2509803884,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b,x29535,"KARNATAKA, DAVANGERE",5.85294004241E9,589250.396908,535,DAVANGERE,29,"KARNATAKA, DAVANGERE",KARNATAKA,9068275.815686269,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076,x29536,"KARNATAKA, DHARWAD",4.18566877186E9,466079.214976,536,DHARWAD,29,"KARNATAKA, DHARWAD",KARNATAKA,2167638.835294113,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,x29537,"KARNATAKA, GADAG",4.57679532469E9,559734.030819,537,GADAG,29,"KARNATAKA, GADAG",KARNATAKA,6614523.215686276,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,x29539,"KARNATAKA, HASSAN",6.79013197617E9,653271.782346,539,HASSAN,29,"KARNATAKA, HASSAN",KARNATAKA,4147787.2431372567,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4,x29540,"KARNATAKA, HAVERI",4.75675713134E9,467260.530662,540,HAVERI,29,"KARNATAKA, HAVERI",KARNATAKA,1.103731214509805E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd,x29538,"KARNATAKA, KALABURAGI",1.06773055971E10,891041.043824,538,KALABURAGI,29,"KARNATAKA, KALABURAGI",KARNATAKA,1.1083399314509809E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4,x29541,"KARNATAKA, KODAGU",4.10702470063E9,466411.439993,541,KODAGU,29,"KARNATAKA, KODAGU",KARNATAKA,993954.2156862754,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6,x29542,"KARNATAKA, KOLAR",3.96173811161E9,499240.779267,542,KOLAR,29,"KARNATAKA, KOLAR",KARNATAKA,1559144.207843134,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9,x29543,"KARNATAKA, KOPPAL",5.46950133061E9,536933.303149,543,KOPPAL,29,"KARNATAKA, KOPPAL",KARNATAKA,1.5749677007843139E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f0,x29544,"KARNATAKA, MANDYA",4.95806120895E9,546142.247035,544,MANDYA,29,"KARNATAKA, MANDYA",KARNATAKA,1.6904562352941167E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fd,x29545,"KARNATAKA, MYSURU",6.31963185538E9,677680.91497,545,MYSURU,29,"KARNATAKA, MYSURU",KARNATAKA,1.7344489086274512E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000122,x29546,"KARNATAKA, RAICHUR",8.26976931337E9,541023.343769,546,RAICHUR,29,"KARNATAKA, RAICHUR",KARNATAKA,9.786684623529384E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012a,x29631,"KARNATAKA, RAMANAGARAM",3.50821907321E9,463142.658544,631,RAMANAGARAM,29,"KARNATAKA, RAMANAGARAM",KARNATAKA,6782227.211764707,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146,x29547,"KARNATAKA, SHIVAMOGGA",8.39438820585E9,746077.363066,547,SHIVAMOGGA,29,"KARNATAKA, SHIVAMOGGA",KARNATAKA,6079080.48627451,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000167,x29548,"KARNATAKA, TUMAKURU",1.05275049229E10,1078480.23785,548,TUMAKURU,29,"KARNATAKA, TUMAKURU",KARNATAKA,5891299.623529396,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016a,x29549,"KARNATAKA, UDUPI",3.55858945256E9,374693.266966,549,UDUPI,29,"KARNATAKA, UDUPI",KARNATAKA,1123905.5568627436,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000170,x29550,"KARNATAKA, UTTARA KANNADA",1.01328840124E10,787314.515943,550,UTTARA KANNADA,29,"KARNATAKA, UTTARA  KANNADA",KARNATAKA,1.0032878258823551E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000174,x29530,"KARNATAKA, VIJAYAPURA",1.02481253678E10,691684.992805,530,VIJAYAPURA,29,"KARNATAKA, VIJAYAPURA",KARNATAKA,5.629596777254904E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017f,x29635,"KARNATAKA, YADGIR",5.15334102323E9,544018.622086,635,YADGIR,29,"KARNATAKA, YADGIR",KARNATAKA,8.033278337647052E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,x32554,"KERALA, ALAPPUZHA",1.45374548994E9,295137.808916,554,ALAPPUZHA,32,"KERALA, ALAPPUZHA",KERALA,1012356.6745098028,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,x32555,"KERALA, ERNAKULAM",3.11507128548E9,414199.277363,555,ERNAKULAM,32,"KERALA, ERNAKULAM",KERALA,4388046.133333341,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,x32556,"KERALA, IDUKKI",4.44459605007E9,578310.550974,556,IDUKKI,32,"KERALA, IDUKKI",KERALA,1806692.5921568654,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c3,x32557,"KERALA, KANNUR",2.97676284844E9,339137.096022,557,KANNUR,32,"KERALA, KANNUR",KERALA,1260690.1882352957,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c8,x32558,"KERALA, KASARAGOD",1.99299927191E9,344680.788408,558,KASARAGOD,32,"KERALA, KASARAGOD",KERALA,930604.3215686271,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7,x32559,"KERALA, KOLLAM",2.5528462598E9,351983.519476,559,KOLLAM,32,"KERALA, KOLLAM",KERALA,1130931.964705883,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000de,x32560,"KERALA, KOTTAYAM",2.25378289044E9,322325.875322,560,KOTTAYAM,32,"KERALA, KOTTAYAM",KERALA,1067508.9490196083,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df,x32561,"KERALA, KOZHIKODE",2.3648724762E9,296315.819185,561,KOZHIKODE,32,"KERALA, KOZHIKODE",KERALA,1047363.71372549,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ee,x32562,"KERALA, MALAPPURAM",3.58921509322E9,405137.235747,562,MALAPPURAM,32,"KERALA, MALAPPURAM",KERALA,2986724.603921569,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000112,x32563,"KERALA, PALAKKAD",4.53772382385E9,552162.549972,563,PALAKKAD,32,"KERALA, PALAKKAD",KERALA,3861326.0352941146,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000118,x32564,"KERALA, PATTANAMTHITTA",2.71677760446E9,408012.025134,564,PATTANAMTHITTA,32,"KERALA, PATTANAMTHITTA",KERALA,1809494.4823529404,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000163,x32565,"KERALA, THIRUVANANTHAPURAM",2.26098243445E9,284814.505496,565,THIRUVANANTHAPURAM,32,"KERALA, THIRUVANANTHAPURAM",KERALA,516904.14901960787,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000164,x32566,"KERALA, TRISSUR",3.06658032035E9,401612.683888,566,TRISSUR,32,"KERALA, TRISSUR",KERALA,2037473.901960783,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000177,x32567,"KERALA, WAYANAD",2.14243163215E9,284707.6868,567,WAYANAD,32,"KERALA, WAYANAD",KERALA,543974.8745098041,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a1,x37009,"LADAKH, LEH",1.53926719386E11,3197189.87153,009,LEH,37,"LADAKH, LEH",LADAKH,1.2574830594666674E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a2,x37006,"LADAKH, KARGIL",1.4084689859E10,899717.097771,006,KARGIL,37,"LADAKH, KARGIL",LADAKH,4.477395890196079E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4,x31553,"LAKSHADWEEP, LAKSHADWEEP",3.03462832252E7,144322.282827,553,LAKSHADWEEP,31,"LAKSHADWEEP, LAKSHADWEEP",LAKSHADWEEP,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,x23667,"MADHYA PRADESH, AGAR MALWA",2.62691135763E9,374654.342397,667,AGAR MALWA,23,"MADHYA PRADESH, AGAR MALWA",MADHYA PRADESH,3441939.031372548,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,x23639,"MADHYA PRADESH, ALIRAJPUR",3.20679695071E9,481486.802446,639,ALIRAJPUR,23,"MADHYA PRADESH, ALIRAJPUR",MADHYA PRADESH,2.286549163921568E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,x23390,"MADHYA PRADESH, ANUPPUR",3.62897444169E9,563005.804088,390,ANUPPUR,23,"MADHYA PRADESH, ANUPPUR",MADHYA PRADESH,2936337.486274512,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,x23391,"MADHYA PRADESH, ASHOKNAGAR",4.55438163707E9,428702.341314,391,ASHOKNAGAR,23,"MADHYA PRADESH, ASHOKNAGAR",MADHYA PRADESH,8778161.952941174,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022,x23392,"MADHYA PRADESH, BALAGHAT",8.90486653721E9,711298.24102,392,BALAGHAT,23,"MADHYA PRADESH, BALAGHAT",MADHYA PRADESH,1.4342450450980388E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,x23393,"MADHYA PRADESH, BARWANI",5.22738439081E9,493718.64227,393,BARWANI,23,"MADHYA PRADESH, BARWANI",MADHYA PRADESH,2.466393617254902E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a,x23394,"MADHYA PRADESH, BETUL",9.67910329764E9,726502.595917,394,BETUL,23,"MADHYA PRADESH, BETUL",MADHYA PRADESH,5858722.435294141,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f,x23395,"MADHYA PRADESH, BHIND",4.2984963646E9,592535.66904,395,BHIND,23,"MADHYA PRADESH, BHIND",MADHYA PRADESH,6.4799737533333324E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,x23396,"MADHYA PRADESH, BHOPAL",2.66091596795E9,378109.021909,396,BHOPAL,23,"MADHYA PRADESH, BHOPAL",MADHYA PRADESH,912830.2901960784,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c,x23397,"MADHYA PRADESH, BURHANPUR",3.10722575672E9,333906.407092,397,BURHANPUR,23,"MADHYA PRADESH, BURHANPUR",MADHYA PRADESH,7477652.513725487,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056,x23398,"MADHYA PRADESH, CHHATARPUR",8.34454236219E9,996335.291108,398,CHHATARPUR,23,"MADHYA PRADESH, CHHATARPUR",MADHYA PRADESH,2.6156801505882353E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000057,x23399,"MADHYA PRADESH, CHHINDWARA",1.13680929743E10,814856.774768,399,CHHINDWARA,23,"MADHYA PRADESH, CHHINDWARA",MADHYA PRADESH,8176417.619607843,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066,x23400,"MADHYA PRADESH, DAMOH",7.02165398239E9,634967.980268,400,DAMOH,23,"MADHYA PRADESH, DAMOH",MADHYA PRADESH,1.1119711874509834E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069,x23401,"MADHYA PRADESH, DATIA",2.58563179192E9,560683.831208,401,DATIA,23,"MADHYA PRADESH, DATIA",MADHYA PRADESH,1.046497214117647E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f,x23402,"MADHYA PRADESH, DEWAS",6.74524432727E9,851413.881034,402,DEWAS,23,"MADHYA PRADESH, DEWAS",MADHYA PRADESH,2.816827207450981E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073,x23403,"MADHYA PRADESH, DHAR",7.84740849051E9,594125.338396,403,DHAR,23,"MADHYA PRADESH, DHAR",MADHYA PRADESH,7.332753231372547E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,x23404,"MADHYA PRADESH, DINDORI",5.52651679004E9,640341.910012,404,DINDORI,23,"MADHYA PRADESH, DINDORI",MADHYA PRADESH,5579331.345098039,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,x23405,"MADHYA PRADESH, EAST NIMAR",7.19092504204E9,605136.192156,405,EAST NIMAR,23,"MADHYA PRADESH, EAST NIMAR",MADHYA PRADESH,5.215639266274521E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,x23406,"MADHYA PRADESH, GUNA",6.13529198737E9,674934.75869,406,GUNA,23,"MADHYA PRADESH, GUNA",MADHYA PRADESH,7685486.741176474,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,x23407,"MADHYA PRADESH, GWALIOR",4.39294098278E9,392206.192423,407,GWALIOR,23,"MADHYA PRADESH, GWALIOR",MADHYA PRADESH,5120011.396078429,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,x23408,"MADHYA PRADESH, HARDA",3.21563080874E9,309197.246476,408,HARDA,23,"MADHYA PRADESH, HARDA",MADHYA PRADESH,1.596733665882348E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,x23409,"MADHYA PRADESH, HOSHANGABAD",6.43208891926E9,569919.854542,409,HOSHANGABAD,23,"MADHYA PRADESH, HOSHANGABAD",MADHYA PRADESH,3.6906644839215755E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9,x23410,"MADHYA PRADESH, INDORE",3.75939915764E9,517693.363712,410,INDORE,23,"MADHYA PRADESH, INDORE",MADHYA PRADESH,1383133.6823529399,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000aa,x23411,"MADHYA PRADESH, JABALPUR",4.89839554186E9,576720.818612,411,JABALPUR,23,"MADHYA PRADESH, JABALPUR",MADHYA PRADESH,2.1017184815686263E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,x23412,"MADHYA PRADESH, JHABUA",3.31182610949E9,340600.114766,412,JHABUA,23,"MADHYA PRADESH, JHABUA",MADHYA PRADESH,2387259.5215686294,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ca,x23413,"MADHYA PRADESH, KATNI",4.85975976997E9,635802.349503,413,KATNI,23,"MADHYA PRADESH, KATNI",MADHYA PRADESH,4627504.639215682,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f2,x23415,"MADHYA PRADESH, MANDLA",7.22655928501E9,711614.128094,415,MANDLA,23,"MADHYA PRADESH, MANDLA",MADHYA PRADESH,1.8040845988235272E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f3,x23416,"MADHYA PRADESH, MANDSAUR",5.33471411928E9,557027.222995,416,MANDSAUR,23,"MADHYA PRADESH, MANDSAUR",MADHYA PRADESH,1.402760579607844E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fa,x23417,"MADHYA PRADESH, MORENA",4.80276155171E9,630246.717112,417,MORENA,23,"MADHYA PRADESH, MORENA",MADHYA PRADESH,1.5223371442745084E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
