system:index,GEOID,GeoName,Shape_Area,Shape_Leng,di_code,dist23,st_code,st_di23,state23,sum,.geo
000000000000000002b8,x33596,"TAMIL NADU, VILLUPURAM",3.66916801095E9,599858.09448,596,VILLUPURAM,33,"TAMIL NADU, VILLUPURAM",TAMIL NADU,5093033.929411765,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b9,x33597,"TAMIL NADU, VIRUDHUNAGAR",4.33658086473E9,574984.916365,597,VIRUDHUNAGAR,33,"TAMIL NADU, VIRUDHUNAGAR",TAMIL NADU,2700810.517647062,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ba,x33577,"TAMIL NADU, KRISHNAGIRI",5.13473385991E9,636648.095911,577,KRISHNAGIRI,33,"TAMIL NADU, KRISHNAGIRI",TAMIL NADU,1.5140915286274515E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b3,x36501,"TELANGANA, ADILABAD",3.86576852156E9,379140.278537,501,ADILABAD,36,"TELANGANA, ADILABAD",TELANGANA,6975794.705882357,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ea,x36507,"TELANGANA, HYDERABAD",1.86457186386E8,97488.8484846,507,HYDERABAD,36,"TELANGANA, HYDERABAD",TELANGANA,383861.6509803925,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f5,x36508,"TELANGANA, KARIMNAGAR",1.94484223126E9,299187.557065,508,KARIMNAGAR,36,"TELANGANA, KARIMNAGAR",TELANGANA,3468680.376470588,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f9,x36690,"TELANGANA, BHADRADRI KOTHAGUDEM",6.71998789875E9,620536.305032,690,BHADRADRI KOTHAGUDEM,36,"TELANGANA, BHADRADRI KOTHAGUDEM",TELANGANA,1.7347535100000024E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020b,x36512,"TELANGANA, MAHABUBNAGAR",2.7364488534E9,430286.907137,512,MAHABUBNAGAR,36,"TELANGANA, MAHABUBNAGAR",TELANGANA,1880598.8627450995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000210,x36692,"TELANGANA, SIDDIPET",3.60169011064E9,405896.365582,692,SIDDIPET,36,"TELANGANA, SIDDIPET",TELANGANA,1551256.4352941178,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021c,x36514,"TELANGANA, NALGONDA",7.03088922238E9,470569.740567,514,NALGONDA,36,"TELANGANA, NALGONDA",TELANGANA,7.926525004705885E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000222,x36516,"TELANGANA, NIZAMABAD",4.08286263467E9,346070.288868,516,NIZAMABAD,36,"TELANGANA, NIZAMABAD",TELANGANA,5.8810594639215745E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000236,x36518,"TELANGANA, RANGAREDDY",4.87205906951E9,537924.597896,518,RANGAREDDY,36,"TELANGANA, RANGAREDDY",TELANGANA,1461420.3098039217,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025b,x36720,"TELANGANA, MULUGU",4.16477733067E9,382336.825526,720,MULUGU,36,"TELANGANA, MULUGU",TELANGANA,2.214292089607844E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000275,x36695,"TELANGANA, JOGULAMBA GADWAL",2.51982984446E9,275697.945969,695,JOGULAMBA GADWAL,36,"TELANGANA, JOGULAMBA GADWAL",TELANGANA,8.808464909803918E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027e,x36699,"TELANGANA, KUMURAM BHEEM",4.38964178054E9,447185.460048,699,KUMURAM BHEEM,36,"TELANGANA, KUMURAM BHEEM",TELANGANA,2.7327791701960754E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027f,x36684,"TELANGANA, MANCHERIAL",3.73552478113E9,418015.090582,684,MANCHERIAL,36,"TELANGANA, MANCHERIAL",TELANGANA,1.1411864091764712E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000280,x36680,"TELANGANA, NIRMAL",3.59710191558E9,459638.560564,680,NIRMAL,36,"TELANGANA, NIRMAL",TELANGANA,5.0743247929411806E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000281,x36685,"TELANGANA, KAMAREDDY",3.63664967477E9,471598.122212,685,KAMAREDDY,36,"TELANGANA, KAMAREDDY",TELANGANA,1.793112203921571E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000282,x36691,"TELANGANA, SANGAREDDY",4.32991964173E9,628664.611295,691,SANGAREDDY,36,"TELANGANA, SANGAREDDY",TELANGANA,2.0231489729411744E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000283,x36694,"TELANGANA, NAGARKURNOOL",6.06430274632E9,519937.680957,694,NAGARKURNOOL,36,"TELANGANA, NAGARKURNOOL",TELANGANA,1.7429036976862755E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000284,x36693,"TELANGANA, WANAPARTHY",2.13324818371E9,311149.920408,693,WANAPARTHY,36,"TELANGANA, WANAPARTHY",TELANGANA,7.268898251764704E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000285,x36721,"TELANGANA, NARAYANPET",2.35181305389E9,347978.230792,721,NARAYANPET,36,"TELANGANA, NARAYANPET",TELANGANA,2.4130233431372542E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000286,x36698,"TELANGANA, VIKARABAD",3.61014121545E9,424080.605998,698,VIKARABAD,36,"TELANGANA, VIKARABAD",TELANGANA,1292483.1764705896,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000287,x36700,"TELANGANA, MEDCHAL-MALKAJGIRI",1.04676822734E9,211617.342786,700,MEDCHAL-MALKAJGIRI,36,"TELANGANA, MEDCHAL-MALKAJGIRI",TELANGANA,782955.3137254901,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000288,x36697,"TELANGANA, YADADRI BHUVANAGIRI",3.14420524785E9,379535.138734,697,YADADRI BHUVANAGIRI,36,"TELANGANA, YADADRI BHUVANAGIRI",TELANGANA,5338635.780392164,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000289,x36696,"TELANGANA, SURYAPET",3.50523100942E9,343671.059825,696,SURYAPET,36,"TELANGANA, SURYAPET",TELANGANA,8.772813947450979E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028a,x36509,"TELANGANA, KHAMMAM",4.56010734496E9,622797.315198,509,KHAMMAM,36,"TELANGANA, KHAMMAM",TELANGANA,4807495.239215687,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028b,x36688,"TELANGANA, MAHABUBABAD",3.44608992443E9,360890.039781,688,MAHABUBABAD,36,"TELANGANA, MAHABUBABAD",TELANGANA,2683024.239215686,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028c,x36689,"TELANGANA, JANGAON",2.35775640452E9,306486.351822,689,JANGAON,36,"TELANGANA, JANGAON",TELANGANA,765310.2588235304,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028d,x36686,"TELANGANA, WARANGAL (URBAN)",1.13109983771E9,189478.39817,686,WARANGAL (URBAN),36,"TELANGANA, WARANGAL (URBAN)",TELANGANA,310189.12549019634,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028e,x36522,"TELANGANA, WARANGAL (RURAL)",2.17339316127E9,308652.449896,522,WARANGAL (RURAL),36,"TELANGANA, WARANGAL (RURAL)",TELANGANA,790259.0117647056,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028f,x36687,"TELANGANA, JAYASHANKAR BHUPALAPALLY",2.78808610125E9,356652.740435,687,JAYASHANKAR BHUPALAPALLY,36,"TELANGANA, JAYASHANKAR BHUPALAPALLY",TELANGANA,1.0485071882745084E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000290,x36682,"TELANGANA, PEDDAPALLI",2.12760571857E9,241335.078192,682,PEDDAPALLI,36,"TELANGANA, PEDDAPALLI",TELANGANA,3.2199759898039233E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000291,x36681,"TELANGANA, JAGTIAL",2.79613089246E9,287769.566774,681,JAGTIAL,36,"TELANGANA, JAGTIAL",TELANGANA,5.3080951313725434E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000292,x36683,"TELANGANA, RANJANNA SIRCILLA",1.75488611807E9,235176.921624,683,RANJANNA SIRCILLA,36,"TELANGANA, RANJANNA SIRCILLA",TELANGANA,2147610.788235291,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000293,x36513,"TELANGANA, MEDAK",2.67051002352E9,420195.172946,513,MEDAK,36,"TELANGANA, MEDAK",TELANGANA,1.003905890980394E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070,x16269,"TRIPURA, DHALAI",2.19152047287E9,368965.011049,269,DHALAI,16,"TRIPURA, DHALAI",TRIPURA,574835.4235294112,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,x16654,"TRIPURA, GOMATI",1.55634472998E9,343493.496675,654,GOMATI,16,"TRIPURA, GOMATI",TRIPURA,888014.5607843137,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d0,x16652,"TRIPURA, KHOWAI",1.01118725524E9,231379.594803,652,KHOWAI,16,"TRIPURA, KHOWAI",TRIPURA,461164.43137254904,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010e,x16270,"TRIPURA, NORTH TRIPURA",1.2934065319E9,316924.45215,270,NORTH TRIPURA,16,"TRIPURA, NORTH TRIPURA",TRIPURA,322208.55686274514,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013e,x16653,"TRIPURA, SEPAHIJALA",1.01837801277E9,261051.758026,653,SEPAHIJALA,16,"TRIPURA, SEPAHIJALA",TRIPURA,517682.3843137257,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000158,x16271,"TRIPURA, SOUTH TRIPURA",1.40551882323E9,340006.207642,271,SOUTH TRIPURA,16,"TRIPURA, SOUTH TRIPURA",TRIPURA,405991.92941176466,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016f,x16655,"TRIPURA, UNOKOTI",6.62746054249E8,185617.930283,655,UNOKOTI,16,"TRIPURA, UNOKOTI",TRIPURA,833433.3490196075,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017e,x16272,"TRIPURA, WEST TRIPURA",9.06730685695E8,191097.683549,272,WEST TRIPURA,16,"TRIPURA, WEST TRIPURA",TRIPURA,154988.81960784315,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,x09118,"UTTAR PRADESH, AGRA",3.90279148568E9,787929.478603,118,AGRA,09,"UTTAR PRADESH, AGRA",UTTAR PRADESH,1.6973628065882343E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,x09119,"UTTAR PRADESH, ALIGARH",3.58599734322E9,498779.443328,119,ALIGARH,09,"UTTAR PRADESH, ALIGARH",UTTAR PRADESH,1.7113683619607847E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,x09121,"UTTAR PRADESH, AMBEDKARNAGAR",2.24246094392E9,384817.943754,121,AMBEDKARNAGAR,09,"UTTAR PRADESH, AMBEDKARNAGAR",UTTAR PRADESH,3.785912506666672E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,x09640,"UTTAR PRADESH, AMETHI",2.33605199892E9,396742.737994,640,AMETHI,09,"UTTAR PRADESH, AMETHI",UTTAR PRADESH,5248748.474509802,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,x09154,"UTTAR PRADESH, AMROHA",2.37992527925E9,364954.379714,154,AMROHA,09,"UTTAR PRADESH, AMROHA",UTTAR PRADESH,1.6862005415686283E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,x09122,"UTTAR PRADESH, AURAIYA",1.94474543489E9,279215.510357,122,AURAIYA,09,"UTTAR PRADESH, AURAIYA",UTTAR PRADESH,4.916275182352942E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,x09123,"UTTAR PRADESH, AZAMGARH",4.05754180443E9,498671.919852,123,AZAMGARH,09,"UTTAR PRADESH, AZAMGARH",UTTAR PRADESH,2.986710470980396E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,x09133,"UTTAR PRADESH, BUDAUN",4.11235706594E9,449698.119253,133,BUDAUN,09,"UTTAR PRADESH, BUDAUN",UTTAR PRADESH,2.8827079125490192E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020,x09124,"UTTAR PRADESH, BAGHPAT",1.28180038294E9,218392.986381,124,BAGHPAT,09,"UTTAR PRADESH, BAGHPAT",UTTAR PRADESH,6710762.647058819,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021,x09125,"UTTAR PRADESH, BAHRAICH",4.77694619708E9,578747.615415,125,BAHRAICH,09,"UTTAR PRADESH, BAHRAICH",UTTAR PRADESH,7.380406556470588E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026,x09126,"UTTAR PRADESH, BALLIA",2.87835045887E9,435847.66576,126,BALLIA,09,"UTTAR PRADESH, BALLIA",UTTAR PRADESH,3.233520336509798E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,x09127,"UTTAR PRADESH, BALRAMPUR",3.22573869621E9,461650.343501,127,BALRAMPUR,09,"UTTAR PRADESH, BALRAMPUR",UTTAR PRADESH,8778086.219607852,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c,x09128,"UTTAR PRADESH, BANDA",4.28388247425E9,666400.813442,128,BANDA,09,"UTTAR PRADESH, BANDA",UTTAR PRADESH,2.4116119539215684E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,x09129,"UTTAR PRADESH, BARABANKI",3.70707888088E9,489434.669605,129,BARABANKI,09,"UTTAR PRADESH, BARABANKI",UTTAR PRADESH,5.367877672941172E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,x09130,"UTTAR PRADESH, BAREILLY",3.98589511398E9,516176.115931,130,BAREILLY,09,"UTTAR PRADESH, BAREILLY",UTTAR PRADESH,1.946559602745099E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035,x09131,"UTTAR PRADESH, BASTI",2.68457424621E9,371752.223808,131,BASTI,09,"UTTAR PRADESH, BASTI",UTTAR PRADESH,5.360371985098046E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b,x09179,"UTTAR PRADESH, BHADOHI",9.7642038867E8,273256.724924,179,BHADOHI,09,"UTTAR PRADESH, BHADOHI",UTTAR PRADESH,1.7108500168235302E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,x09132,"UTTAR PRADESH, BIJNOR",4.46525422884E9,381323.120955,132,BIJNOR,09,"UTTAR PRADESH, BIJNOR",UTTAR PRADESH,1.7632295415686276E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a,x09134,"UTTAR PRADESH, BULANDSHAHR",3.40237320041E9,383798.39097,134,BULANDSHAHR,09,"UTTAR PRADESH, BULANDSHAHR",UTTAR PRADESH,1.85176185137255E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052,x09135,"UTTAR PRADESH, CHANDAULI",2.45205071415E9,383495.880059,135,CHANDAULI,09,"UTTAR PRADESH, CHANDAULI",UTTAR PRADESH,1.5028454525490195E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005c,x09136,"UTTAR PRADESH, CHITRAKOOT",3.07068992918E9,533683.22727,136,CHITRAKOOT,09,"UTTAR PRADESH, CHITRAKOOT",UTTAR PRADESH,1.1218047940784313E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e,x09137,"UTTAR PRADESH, DEORIA",2.44359123577E9,396811.755719,137,DEORIA,09,"UTTAR PRADESH, DEORIA",UTTAR PRADESH,4.824559980000002E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074,x09140,"UTTAR PRADESH, AYODHYA",2.59069040888E9,368810.21522,140,AYODHYA,09,"UTTAR PRADESH, AYODHYA",UTTAR PRADESH,5.554288511764699E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,x09138,"UTTAR PRADESH, ETAH",2.33866509301E9,494594.144675,138,ETAH,09,"UTTAR PRADESH, ETAH",UTTAR PRADESH,5431704.062745107,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,x09139,"UTTAR PRADESH, ETAWAH",2.24165939077E9,330796.843076,139,ETAWAH,09,"UTTAR PRADESH, ETAWAH",UTTAR PRADESH,1.7314407850196078E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,x09141,"UTTAR PRADESH, FARRUKHABAD",2.10453771284E9,342912.660939,141,FARRUKHABAD,09,"UTTAR PRADESH, FARRUKHABAD",UTTAR PRADESH,3.7648923360784374E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087,x09142,"UTTAR PRADESH, FATEHPUR",4.01279950053E9,437048.116237,142,FATEHPUR,09,"UTTAR PRADESH, FATEHPUR",UTTAR PRADESH,3.403862806705883E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,x09143,"UTTAR PRADESH, FIROZABAD",2.33385712283E9,389477.998889,143,FIROZABAD,09,"UTTAR PRADESH, FIROZABAD",UTTAR PRADESH,4.384071807450981E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,x09144,"UTTAR PRADESH, GAUTAMBUDHNAGAR",1.36758003239E9,310305.176941,144,GAUTAMBUDHNAGAR,09,"UTTAR PRADESH, GAUTAMBUDHNAGAR",UTTAR PRADESH,1.2611471478431374E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,x09146,"UTTAR PRADESH, GAZIPUR",3.25268858204E9,413354.730223,146,GAZIPUR,09,"UTTAR PRADESH, GAZIPUR",UTTAR PRADESH,4.753349411686274E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090,x09145,"UTTAR PRADESH, GHAZIABAD",8.82411235643E8,217418.360053,145,GHAZIABAD,09,"UTTAR PRADESH, GHAZIABAD",UTTAR PRADESH,2776222.1019607848,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,x09147,"UTTAR PRADESH, GONDA",3.83893696591E9,513177.22554,147,GONDA,09,"UTTAR PRADESH, GONDA",UTTAR PRADESH,1.3457998301960785E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,x09148,"UTTAR PRADESH, GORAKHPUR",3.20836903758E9,548846.092662,148,GORAKHPUR,09,"UTTAR PRADESH, GORAKHPUR",UTTAR PRADESH,6.801504219999999E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,x09149,"UTTAR PRADESH, HAMIRPUR",3.74884421632E9,504533.836464,149,HAMIRPUR,09,"UTTAR PRADESH, HAMIRPUR",UTTAR PRADESH,1.1333734536078435E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,x09661,"UTTAR PRADESH, HAPUR",1.08137494417E9,246171.836916,661,HAPUR,09,"UTTAR PRADESH, HAPUR",UTTAR PRADESH,3113632.839215681,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,x09150,"UTTAR PRADESH, HARDOI",5.776645684E9,580623.300445,150,HARDOI,09,"UTTAR PRADESH, HARDOI",UTTAR PRADESH,5.148245695686275E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,x09163,"UTTAR PRADESH, HATHRAS",1.72032099572E9,349333.621158,163,HATHRAS,09,"UTTAR PRADESH, HATHRAS",UTTAR PRADESH,1683228.1960784313,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000af,x09151,"UTTAR PRADESH, JALAUN",4.39385403736E9,494340.825015,151,JALAUN,09,"UTTAR PRADESH, JALAUN",UTTAR PRADESH,1.5929852101568654E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4,x09152,"UTTAR PRADESH, JAUNPUR",3.8822829599E9,539279.974958,152,JAUNPUR,09,"UTTAR PRADESH, JAUNPUR",UTTAR PRADESH,3.4014782172549024E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b7,x09153,"UTTAR PRADESH, JHANSI",4.83282296654E9,994300.228356,153,JHANSI,09,"UTTAR PRADESH, JHANSI",UTTAR PRADESH,2.9474579121568635E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2,x09155,"UTTAR PRADESH, KANNAUJ",2.01511981122E9,309691.034736,155,KANNAUJ,09,"UTTAR PRADESH, KANNAUJ",UTTAR PRADESH,1.355448519215685E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c4,x09157,"UTTAR PRADESH, KANPUR",2.88852707127E9,461116.276305,157,KANPUR,09,"UTTAR PRADESH, KANPUR",UTTAR PRADESH,1.5290870205882356E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c5,x09156,"UTTAR PRADESH, KANPUR DEHAT",3.04118314597E9,371011.676774,156,KANPUR DEHAT,09,"UTTAR PRADESH, KANPUR DEHAT",UTTAR PRADESH,1.5370396370196083E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c9,x09633,"UTTAR PRADESH, KASGANJ",1.89169404351E9,323363.355679,633,KASGANJ,09,"UTTAR PRADESH, KASGANJ",UTTAR PRADESH,2.2586670674509883E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cb,x09158,"UTTAR PRADESH, KAUSHAMBI",1.72199732145E9,263022.695396,158,KAUSHAMBI,09,"UTTAR PRADESH, KAUSHAMBI",UTTAR PRADESH,1.890114837764706E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce,x09159,"UTTAR PRADESH, KHERI",7.43176648961E9,689908.296496,159,KHERI,09,"UTTAR PRADESH, KHERI",UTTAR PRADESH,6.723983773333336E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e3,x09160,"UTTAR PRADESH, KUSHINAGAR",2.77129933452E9,457301.798355,160,KUSHINAGAR,09,"UTTAR PRADESH, KUSHINAGAR",UTTAR PRADESH,1.4538230623529408E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e5,x09161,"UTTAR PRADESH, LALITPUR",4.85070092482E9,435480.560291,161,LALITPUR,09,"UTTAR PRADESH, LALITPUR",UTTAR PRADESH,1.6222771290196095E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e8,x09162,"UTTAR PRADESH, LUCKNOW",2.43858602372E9,370767.28997,162,LUCKNOW,09,"UTTAR PRADESH, LUCKNOW",UTTAR PRADESH,7199712.125490204,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ec,x09165,"UTTAR PRADESH, MAHOBA",3.14331571271E9,556516.1293,165,MAHOBA,09,"UTTAR PRADESH, MAHOBA",UTTAR PRADESH,2337191.121568626,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ed,x09166,"UTTAR PRADESH, MAINPURI",2.64047297864E9,376263.539184,166,MAINPURI,09,"UTTAR PRADESH, MAINPURI",UTTAR PRADESH,5053881.976470584,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f4,x09167,"UTTAR PRADESH, MATHURA",3.22549306584E9,407498.875049,167,MATHURA,09,"UTTAR PRADESH, MATHURA",UTTAR PRADESH,7.373640806666668E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f5,x09168,"UTTAR PRADESH, MAU",1.67068997145E9,306512.503819,168,MAU,09,"UTTAR PRADESH, MAU",UTTAR PRADESH,2.4040162274509773E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f7,x09169,"UTTAR PRADESH, MEERUT",2.51280789547E9,320531.344721,169,MEERUT,09,"UTTAR PRADESH, MEERUT",UTTAR PRADESH,1.2991336909803908E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f8,x09170,"UTTAR PRADESH, MIRZAPUR",4.24682588835E9,574005.627614,170,MIRZAPUR,09,"UTTAR PRADESH, MIRZAPUR",UTTAR PRADESH,4.5157701662745076E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f9,x09171,"UTTAR PRADESH, MORADABAD",1.88745502806E9,396486.125322,171,MORADABAD,09,"UTTAR PRADESH, MORADABAD",UTTAR PRADESH,6050403.960784315,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fc,x09172,"UTTAR PRADESH, MUZAFFARNAGAR",2.65707285789E9,343519.238829,172,MUZAFFARNAGAR,09,"UTTAR PRADESH, MUZAFFARNAGAR",UTTAR PRADESH,5030639.113725501,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011a,x09173,"UTTAR PRADESH, PILIBHIT",3.64173488107E9,596380.046465,173,PILIBHIT,09,"UTTAR PRADESH, PILIBHIT",UTTAR PRADESH,1.2529640317647057E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011d,x09174,"UTTAR PRADESH, PRATAPGARH",3.57274946147E9,526670.54427,174,PRATAPGARH,09,"UTTAR PRADESH, PRATAPGARH",UTTAR PRADESH,3.0597193678431373E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000121,x09175,"UTTAR PRADESH, RAIBEARELI",3.78414980708E9,502659.717951,175,RAIBEARELI,09,"UTTAR PRADESH, RAIBEARELI",UTTAR PRADESH,5.8118236341176465E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012b,x09176,"UTTAR PRADESH, RAMPUR",2.29122652982E9,405602.549693,176,RAMPUR,09,"UTTAR PRADESH, RAMPUR",UTTAR PRADESH,6849935.258823523,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000133,x09177,"UTTAR PRADESH, SAHARANPUR",3.61281541771E9,374467.833326,177,SAHARANPUR,09,"UTTAR PRADESH, SAHARANPUR",UTTAR PRADESH,7933672.823529413,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000137,x09659,"UTTAR PRADESH, SAMBHAL",2.34885507612E9,399084.153249,659,SAMBHAL,09,"UTTAR PRADESH, SAMBHAL",UTTAR PRADESH,7055940.635294119,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000138,x09178,"UTTAR PRADESH, SANTKABIRNAGAR",1.58212128636E9,392258.325432,178,SANTKABIRNAGAR,09,"UTTAR PRADESH, SANTKABIRNAGAR",UTTAR PRADESH,2.5081640525490195E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000141,x09180,"UTTAR PRADESH, SHAHJAHANPUR",4.16902894941E9,695415.335571,180,SHAHJAHANPUR,09,"UTTAR PRADESH, SHAHJAHANPUR",UTTAR PRADESH,2.2308029250980355E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000143,x09660,"UTTAR PRADESH, SHAMLI",1.22641573377E9,201783.642123,660,SHAMLI,09,"UTTAR PRADESH, SHAMLI",UTTAR PRADESH,4025069.152941173,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148,x09181,"UTTAR PRADESH, SHRAWASTI",1.86459652891E9,302869.700758,181,SHRAWASTI,09,"UTTAR PRADESH, SHRAWASTI",UTTAR PRADESH,5922238.043137254,"{""type"":""MultiPoint"",""coordinates"":[]}"
