DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2022-0453-AFG,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AFG,Afghanistan,Southern Asia,Asia,"Wardak, Paktia, Paktika, Nangarhar, Nuristan, Parwan and Panjshir provinces",,,No,No,No,,,Km2,,,,2022,7,24,2022,8,1,13,20,,,20,,,,,,,93.29460735,,2022-07-27,2023-09-26
2022-0456-YEM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000265,,YEM,Yemen,Western Asia,Asia,"Marib, Al Mahwit, Taiz, Ibb, Hadramawt, Al Bayda, Amran, Sadaa, Dhamar Al Hodeida, Sana'a Hajjah, Al Mahra governorates (Sanna)",Heavy rains,,No,No,No,,,Km2,,,,2022,7,23,2022,8,5,77,,175000,,175000,,,,,,,93.29460735,,2022-07-27,2023-09-26
2022-0465-ALB,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,ALB,Albania,Southern Europe,Europe,,,,No,No,No,,,°C,,,,2022,5,30,2022,9,4,352,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-AUT,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,AUT,Austria,Western Europe,Europe,,,,No,No,No,,36.3,°C,,,,2022,5,30,2022,9,4,419,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-BEL,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,BEL,Belgium,Western Europe,Europe,,,,No,No,No,,40,°C,,,,2022,5,30,2022,9,4,434,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-BGR,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,BGR,Bulgaria,Eastern Europe,Europe,,,,No,No,No,,,°C,,,,2022,5,30,2022,9,4,1277,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-CHE,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,CHE,Switzerland,Western Europe,Europe,,,,No,No,No,,38.3,°C,,,,2022,5,30,2022,9,4,302,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-CYP,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,CYP,Cyprus,Western Asia,Asia,,,,No,No,No,,,°C,,,,2022,5,30,2022,9,30,101,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-CZE,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,CZE,Czechia,Eastern Europe,Europe,,,,No,No,No,,,°C,,,,2022,5,30,2022,9,4,279,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-DEU,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,DEU,Germany,Western Europe,Europe,,,,No,No,No,,40.3,°C,,,,2022,5,30,2022,9,4,8173,,,,,,,,,,,93.29460735,,2022-07-28,2025-06-25
2022-0465-DNK,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,DNK,Denmark,Northern Europe,Europe,"Abed, Stokkemarke Parish, Lolland, Copenhagen, Vordingborg",,,No,No,No,,35.9,°C,,,,2022,5,30,2022,9,4,252,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-ESP,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,ESP,Spain,Southern Europe,Europe,,,,No,No,No,,43.2,°C,,,,2022,5,30,2022,9,4,11324,,,,,,,,,,,93.29460735,,2022-07-28,2025-06-25
2022-0465-EST,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,EST,Estonia,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2022,5,30,2022,9,4,167,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-FIN,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,FIN,Finland,Northern Europe,Europe,,,,No,No,No,,32.5,°C,,,,2022,5,30,2022,9,4,225,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-FRA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,FRA,France,Western Europe,Europe,,,,No,No,No,,42,°C,,,,2022,5,30,2022,9,4,4807,,,,,,,,,,,93.29460735,,2022-07-28,2025-06-25
2022-0465-GBR,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,,,,No,No,No,,40.3,°C,,,,2022,5,30,2022,9,4,3469,,,,,,,,,,,93.29460735,,2022-07-28,2025-06-25
2022-0465-GRC,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,GRC,Greece,Southern Europe,Europe,,,,No,No,No,,42.1,°C,,,,2022,5,30,2022,9,4,3092,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-HRV,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,HRV,Croatia,Southern Europe,Europe,"Zagreb, Osijek, Karlovac, Slavonski Brod, Knin, Valopovo",,,No,No,No,,40,°C,,,,2022,5,30,2022,9,4,731,,,,,,,,,,,93.29460735,"[{""adm1_code"":990,""adm1_name"":""Grad Zagreb""},{""adm1_code"":992,""adm1_name"":""Karlovac""},{""adm1_code"":997,""adm1_name"":""Osijek-baranja""},{""adm1_code"":1002,""adm1_name"":""Slavonski Brod-posav""},{""adm1_code"":1007,""adm1_name"":""Zadar-knin""}]",2023-07-17,2025-06-25
2022-0465-HUN,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,HUN,Hungary,Eastern Europe,Europe,,,,No,No,No,,41.9,°C,,,,2022,5,30,2022,9,4,513,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-IRL,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,IRL,Ireland,Northern Europe,Europe,,,,No,No,No,,33.3,°C,,,,2022,5,30,2022,9,4,26,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-ITA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,ITA,Italy,Southern Europe,Europe,,,,No,No,No,,40.8,°C,,,,2022,5,30,2022,9,4,18010,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-LTU,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,LTU,Lithuania,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2022,5,30,2022,9,4,381,,,,,,,,,,,93.29460735,,2023-08-21,2025-06-25
2022-0465-LUX,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,LUX,Luxembourg,Western Europe,Europe,,,,No,No,No,,,°C,,,,2022,5,30,2022,9,4,44,,,,,,,,,,,93.29460735,,2023-08-21,2025-06-25
2022-0465-LVA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,LVA,Latvia,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2022,5,30,2022,9,4,105,,,,,,,,,,,93.29460735,,2023-08-21,2025-06-25
2022-0465-MLT,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,MLT,Malta,Southern Europe,Europe,,,,No,No,No,,,°C,,,,2022,5,30,2022,9,4,76,,,,,,,,,,,93.29460735,,2023-08-21,2025-06-25
2022-0465-MNE,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,MNE,Montenegro,Southern Europe,Europe,,,,No,No,No,,,°C,,,,2022,5,30,2022,9,4,50,,,,,,,,,,,93.29460735,,2023-08-21,2025-06-25
2022-0465-NLD,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,NLD,Netherlands (Kingdom of the),Western Europe,Europe,,,,No,No,No,,39.5,°C,,,,2022,5,30,2022,9,4,469,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-NOR,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,NOR,Norway,Northern Europe,Europe,,,,No,No,No,,34,°C,,,,2022,5,30,2022,9,30,30,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-POL,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,POL,Poland,Eastern Europe,Europe,,,,No,No,No,,38.3,°C,,,,2022,5,30,2022,9,4,763,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-PRT,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,PRT,Portugal,Southern Europe,Europe,,,,No,No,No,,47,°C,,,,2022,5,30,2022,9,4,2212,,,,,,,,,,,93.29460735,,2022-07-28,2025-06-25
2022-0465-ROU,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,ROU,Romania,Eastern Europe,Europe,,,,No,No,No,,39.3,°C,,,,2022,5,30,2022,9,4,2455,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-SRB,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,SRB,Serbia,Southern Europe,Europe,,,,No,No,No,,40,°C,,,,2022,5,30,2022,9,4,574,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-SVK,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,SVK,Slovakia,Eastern Europe,Europe,,,,No,No,No,,37,°C,,,,2022,5,30,2022,9,4,365,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-SVN,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,SVN,Slovenia,Southern Europe,Europe,,,,No,No,No,,40.6,°C,,,,2022,5,30,2022,9,4,154,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0465-SWE,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2022-000399,,SWE,Sweden,Northern Europe,Europe,,,,No,No,No,,36.9,°C,,,,2022,5,30,2022,9,30,40,,,,,,,,,,,93.29460735,,2023-07-17,2025-06-25
2022-0470-KGZ,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,KGZ,Kyrgyzstan,Central Asia,Asia,"Osh, Kara-Suu town, Jalalabad city, Kadamjay district in Batken oblast",,,No,No,No,,41,°C,,,,2022,7,18,2022,7,25,,,13850,,13850,,,,,,,93.29460735,"[{""adm1_code"":1748,""adm1_name"":""Jalal-Abad""},{""adm2_code"":18593,""adm2_name"":""Kadamjay""},{""adm2_code"":18620,""adm2_name"":""Kara-Suu""}]",2022-07-28,2023-09-26
2022-0473-RUS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,RUS,Russian Federation,Eastern Europe,Europe,"Lazarevsky, Khostinsky, Sochi regions",Heavy rains,,No,No,Yes,,,Km2,,,,2022,7,22,2022,7,25,1,,750,,750,,,,,,,93.29460735,,2022-07-29,2023-09-26
2022-0474-THA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,THA,Thailand,South-eastern Asia,Asia,"Phimai District (Nakhon Ratchasima Province); Khok Yai, Tha Li District (Loei Province); Bangkok; Khon Kaen, Rayong, Chon Buri, Samut Prakan, Nonthaburi provinces",Intense monsoon trough and negative Indian Ocean dipole,,No,No,No,,,Km2,,,,2022,7,17,2022,7,26,2,,2300,,2300,,,,,,,93.29460735,,2022-07-29,2023-09-26
2022-0476-IRN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FF-2022-000274,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"East Azarbaijan, Isfahan, Alborz, Bushehr, Tehran, Charmahal Bakhtiyari, South Khorasan, Khorasan Razavi, North Khorasan, Khuzestan, Zanjan, Semnan, Sistan-Baluchistan, Fars, Qazvin, Qom, Kerman, Kohgiluyeh and Boyer-Ahmad, Golestan, Lorestan, Mazandaran, Markazi, Hormozgan, Hamedan, Yazd",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,7,23,2022,7,31,92,,126775,,126775,,,,,201000,215447,93.29460735,"[{""adm1_code"":1540,""adm1_name"":""Bushehr""},{""adm1_code"":1541,""adm1_name"":""Chaharmahal-o bakhtiyar""},{""adm1_code"":1542,""adm1_name"":""East Azarbayejan""},{""adm1_code"":1544,""adm1_name"":""Fars""},{""adm1_code"":1547,""adm1_name"":""Khorasan""},{""adm1_code"":1548,""adm1_name"":""Hormozgan""},{""adm1_code"":1550,""adm1_name"":""Kerman""},{""adm1_code"":1551,""adm1_name"":""Khuzestan""},{""adm1_code"":1552,""adm1_name"":""Kohgiluyeh va boyerahma""},{""adm1_code"":1555,""adm1_name"":""Lorestan""},{""adm1_code"":1556,""adm1_name"":""Markazi""},{""adm1_code"":1557,""adm1_name"":""Mazandaran""},{""adm1_code"":1558,""adm1_name"":""Semnan""},{""adm1_code"":1559,""adm1_name"":""Sistan-o baluchestan""},{""adm1_code"":1560,""adm1_name"":""Tehran""},{""adm1_code"":1562,""adm1_name"":""Yazd""},{""adm1_code"":1563,""adm1_name"":""Zanjan""},{""adm1_code"":33111,""adm1_name"":""Golestan""},{""adm2_code"":40892,""adm2_name"":""Bahar""}]",2022-07-29,2025-03-06
2022-0480-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000398,,USA,United States of America,Northern America,Americas,"Kentucky, Missouri",Heavy rains,,No,No,Yes,,,Km2,,,,2022,7,26,2022,7,31,42,,475,,475,,,,,1500000,1607810,93.29460735,"[{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3239,""adm1_name"":""Missouri""}]",2022-08-02,2025-06-25
2022-0481-UGA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000275,,UGA,Uganda,Sub-Saharan Africa,Africa,"Mbale, Kapchorwa, Sironko, Bulambuli, Bukedea, Bududa and Butaleja districts",Heavy rains,,No,No,No,,,Km2,,,Nabuyonga and Namatala Rivers,2022,7,30,2022,8,5,32,10,78328,,78338,,,,,,,93.29460735,"[{""adm1_code"":752,""adm1_name"":""Bulambuli""},{""adm1_code"":785,""adm1_name"":""Sironko""},{""adm1_code"":788,""adm1_name"":""Bukedea""},{""adm1_code"":1080,""adm1_name"":""Bududa""},{""adm1_code"":47071,""adm1_name"":""Butaleja""},{""adm1_code"":47085,""adm1_name"":""Mbale""}]",2022-08-02,2023-09-26
2022-0486-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,McKinney & Yeti Complex fires,USA,United States of America,Northern America,Americas,Siskiyou County (California),"Vague de chaleur, de forts vents et des orages",Heat wave,No,No,No,,,Km2,,,,2022,7,29,2022,8,1,4,7,33,555,595,,,,,151000,161853,93.29460735,"[{""adm2_code"":28911,""adm2_name"":""Siskiyou""}]",2022-08-02,2025-03-18
2022-0488-NPL,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,NPL,Nepal,Southern Asia,Asia,Myagdi and Kaski districts (Gandaki Province),Heavy rains,Flood|Storm,No,No,No,,,,,,,2022,7,15,2022,8,18,22,40,510,,550,,,,,,,93.29460735,,2022-08-03,2023-09-26
2022-0490-LKA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:LS-2022-000283,,LKA,Sri Lanka,Southern Asia,Asia,"Nuwara Eliya District (southern Central Province); Kandy District (central-western Central Province); Jaffna, Kandy, Matale, Gampaha, Galle, Matara, Hambantota, Kegalle, Rathnapura",Heavy rains,,No,No,No,,,Km2,,,,2022,8,1,2022,8,8,8,2,82389,,82391,,,,,,,93.29460735,"[{""adm2_code"":25830,""adm2_name"":""Matale""},{""adm2_code"":41748,""adm2_name"":""Kandy""},{""adm2_code"":41749,""adm2_name"":""Nuwara Eliya""},{""adm2_code"":25839,""adm2_name"":""Jaffna""},{""adm2_code"":25844,""adm2_name"":""Kegalle""},{""adm2_code"":25845,""adm2_name"":""Ratnapura""},{""adm2_code"":25846,""adm2_name"":""Galle""},{""adm2_code"":25847,""adm2_name"":""Hambantota""},{""adm2_code"":25848,""adm2_name"":""Matara""},{""adm2_code"":25852,""adm2_name"":""Gampaha""}]",2022-08-03,2024-10-28
2022-0492-GMB,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000276,,GMB,Gambia,Sub-Saharan Africa,Africa,"Banjul, Kanifing Local Government Area,West Coast and North Bank Region",Heavy rains,Storm,No,No,No,,,Km2,,,,2022,7,30,2022,10,31,6,,17201,,17201,,,,,,,93.29460735,"[{""adm1_code"":1288,""adm1_name"":""North Bank""},{""adm1_code"":1290,""adm1_name"":""West Coast""},{""adm2_code"":16405,""adm2_name"":""Banjul""}]",2022-08-04,2023-09-26
2022-0493-NPL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,NPL,Nepal,Southern Asia,Asia,Belaka municipality of Udayapur district; Saptakoshi,Incessant rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,8,2,2022,8,31,132,,5500,,5500,,,,,,,93.29460735,,2022-08-04,2023-09-26
2022-0496-JPN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,JPN,Japan,Eastern Asia,Asia,"Aomori, Akita, Iwate, Ishikawa, Yamagata, Niigata, Fukui and Fukushima",Heavy rains,,No,No,No,,,Km2,,,,2022,8,2,2022,8,8,2,8,11100,,11108,,,,,141000,151134,93.29460735,,2022-08-04,2024-10-28
2022-0497-MNG,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FF-2022-000278,,MNG,Mongolia,Eastern Asia,Asia,"Arkhangai, Bulgan, Khuvsgul, Orkhon, Darkhan-Uul, Selenge provinces; Bayanzurkh, Songinokhairkhan, Chingeltei, Bayangol, Sukhbaatar, Khan-Uul (Ulaanbaatar)",Heavy rains,,No,No,No,,,Km2,,,,2022,6,,2022,7,26,,,4269,,4269,,,,,,,93.29460735,,2022-08-09,2023-09-26
2022-0498-SEN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2022-000290,,SEN,Senegal,Sub-Saharan Africa,Africa,"Dakar City area and the Cap–Vert Peninsula (Dakar Region); Thies, Matam",Heavy rains,,No,No,No,,,Km2,,,,2022,8,5,2022,8,7,,172,19838,,20010,,,,,,,93.29460735,"[{""adm1_code"":2636,""adm1_name"":""Dakar""},{""adm1_code"":2644,""adm1_name"":""Thies""},{""adm1_code"":47588,""adm1_name"":""Matam""}]",2022-08-09,2023-09-26
2022-0500-KOR,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000281,,KOR,Republic of Korea,Eastern Asia,Asia,"Seoul area, Incheon, Gangwon and Gyeongg provinces",Heavy rains,,No,No,No,,,Km2,,,,2022,8,7,2022,8,10,14,18,11400,,11418,,,,,423000,453402,93.29460735,,2022-08-09,2025-07-16
2022-0501-YEM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,YEM,Yemen,Western Asia,Asia,"Hajjah, Al Jawf, Saada, and Ma’rib Governorates",Heavy rains,,No,No,No,,,Km2,,,,2022,8,3,2022,8,8,13,,3400,,3400,,,,,,,93.29460735,"[{""adm1_code"":3412,""adm1_name"":""Al Jawf""},{""adm1_code"":3418,""adm1_name"":""Hajjah""},{""adm1_code"":3421,""adm1_name"":""Marib""},{""adm1_code"":3422,""adm1_name"":""Sa'ada""}]",2022-08-09,2023-09-26
2022-0509-TCD,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000287,,TCD,Chad,Sub-Saharan Africa,Africa,"Batha, Chari-Baguirmi, Mayo-Kebbi Ouest, Tandjilé, Salamat, Logone Oriental, Moyen-Chari, Sila, Ennedi-Est, Ouaddaï, Mandoul, S, Mayo Kebbi Est and all districts of the city of N’djamena",Heavy rains,,Yes,Yes,Yes,,,Km2,,,Chari and Logone rivers,2022,6,6,2022,10,31,22,229,1100000,,1100229,,,,,,,93.29460735,"[{""adm1_code"":881,""adm1_name"":""Salamat""},{""adm1_code"":12904,""adm1_name"":""Batha Est""},{""adm1_code"":12905,""adm1_name"":""Batha Ouest""},{""adm1_code"":12908,""adm1_name"":""Ennedi""},{""adm1_code"":12918,""adm1_name"":""Logone Oriental""},{""adm1_code"":12925,""adm1_name"":""Mandoul""},{""adm1_code"":12927,""adm1_name"":""Ouaddai""},{""adm1_code"":12928,""adm1_name"":""Sila""},{""adm1_code"":12930,""adm1_name"":""Tandjile Est""},{""adm1_code"":12931,""adm1_name"":""Tandjile Ouest""}]",2022-08-09,2024-02-28
2022-0514-AFG,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2022-000262,,AFG,Afghanistan,Southern Asia,Asia,"Kapisa, Khost, Nangarhar; Siagard and Shenwari districts (Parwan), Paktia, Paktika, Logar, Maidan-Wardak, Ghazni, Kunar, Laghman, Wardak, Nuristan, Zabul, Faryab, Farah, Kundoz, Kandahar, Urozgan provinces",Heavy rains,,No,No,No,,,Km2,,,,2022,8,16,2022,8,21,156,124,249900,,250024,,,,,,,93.29460735,,2022-08-16,2023-09-26
2022-0515-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000292,,CHN,China,Eastern Asia,Asia,Xuwen county,Tropical Depression Mulan,,No,No,No,,,Km2,,,,2022,8,10,2022,8,10,,,,,,,,,,,,93.29460735,,2022-08-19,2023-09-26
2022-0515-LAO,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000292,,LAO,Lao People's Democratic Republic,South-eastern Asia,Asia,"Houaphan, Xaignabouri, Borkeo, Luangprabang, Vientiane Capital, Salawan, Savanakhet, Champasak","Heavy rains, Tropical Depression Mulan","Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,8,7,2022,8,10,1,2,42550,,42552,,,,,,,93.29460735,,2022-08-16,2023-09-26
2022-0515-THA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000292,,THA,Thailand,South-eastern Asia,Asia,"Chiang Rai, Mukdahan, Yasothon, Ubon Ratchathani, Khon Kaen, Chaiyaphum, Mahasarakham, Prachinburi, Phra Nakhon Si Ayutthaya","Heavy rains, Tropical Depression Mulan",,No,No,No,,,Km2,,,Chao Phraya,2022,8,14,2022,8,16,,,63100,,63100,,,,,,,93.29460735,,2022-08-16,2023-09-26
2022-0515-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000292,,VNM,Viet Nam,South-eastern Asia,Asia,Dak Lak,"Heavy rains, Tropical Depression Mulan",,No,No,No,,,Km2,,,,2022,8,14,2022,8,16,10,,,,,,,,,,,93.29460735,"[{""adm1_code"":73934,""adm1_name"":""Dak Lak""}]",2022-08-16,2023-09-26
2022-0518-VEN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,"Barinas, Táchira, and Miranda states",Heavy rains,,No,No,No,,,Km2,,,,2022,8,10,2022,8,11,,,2000,,2000,,,,,,,93.29460735,"[{""adm1_code"":3306,""adm1_name"":""Barinas""},{""adm1_code"":3317,""adm1_name"":""Miranda""},{""adm1_code"":3322,""adm1_name"":""Tachira""}]",2022-08-16,2023-09-26
2022-0520-DZA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,GLIDE:FR-2022-000297,,DZA,Algeria,Northern Africa,Africa,"Bejaia, Jijel, Souk Ahras, El Taref, Setif, Skikda, tipaza, tizi-ouzou, Guelma, Batna, Mila, Annaba, Constantine and Bordj Bou Arreridj",,,No,No,No,,,Km2,,,,2022,8,14,2022,8,21,44,250,6518,,6768,,,,,,,93.29460735,"[{""adm1_code"":345,""adm1_name"":""Annaba""},{""adm1_code"":346,""adm1_name"":""Batna""},{""adm1_code"":347,""adm1_name"":""Bechar""},{""adm1_code"":351,""adm1_name"":""Bordj Bou Arrer""},{""adm1_code"":355,""adm1_name"":""Constantine""},{""adm1_code"":359,""adm1_name"":""El-Tarf""},{""adm1_code"":361,""adm1_name"":""Guelma""},{""adm1_code"":363,""adm1_name"":""Jijel""},{""adm1_code"":368,""adm1_name"":""Mila""},{""adm1_code"":377,""adm1_name"":""Setif""},{""adm1_code"":379,""adm1_name"":""Skikda""},{""adm1_code"":380,""adm1_name"":""Souk-Ahras""},{""adm1_code"":385,""adm1_name"":""Tipaza""},{""adm1_code"":387,""adm1_name"":""Tizi Ouzou""}]",2022-08-18,2023-09-26
2022-0522-NZL,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,NZL,New Zealand,Australia and New Zealand,Oceania,Nelson-Tasman and West Coast regions,,"Flood|Slide (land, mud, snow, rock)",No,No,Yes,,,Kph,,,Maitai,2022,8,15,2022,8,18,,,690,,690,,,,,,,93.29460735,,2022-08-18,2023-09-26
2022-0523-AFG,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AFG,Afghanistan,Southern Asia,Asia,"Kunar, Laghman, Nangarhar & Nuristan Provinces",Heavy rains,,No,No,No,,,Km2,,,,2022,6,22,2022,6,22,19,91,1288,,1379,,,,,,,93.29460735,"[{""adm1_code"":288,""adm1_name"":""Kunar""},{""adm1_code"":290,""adm1_name"":""Laghman""},{""adm1_code"":292,""adm1_name"":""Nangarhar""},{""adm1_code"":294,""adm1_name"":""Nuristan""}]",2022-08-18,2023-09-26
2022-0525-AUT,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,AUT,Austria,Western Europe,Europe,Kärnten and Niederösterreich,,Lightening,No,No,No,,,Kph,,,,2022,8,17,2022,8,18,5,13,,,13,,,,,,,93.29460735,,2022-08-19,2024-04-16
